,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str_pct,r_td_pct,r_sub_att,r_rev,r_ctrl,b_kd,b_sig_str_pct,b_td_pct,b_sub_att,b_rev,b_ctrl,fight_date,event_name,location,winner_corner,total_time,maximum_scheduled_time,r_att_td,r_lan_td,b_att_td,b_lan_td,r_att_sig_str,r_lan_sig_str,b_att_sig_str,b_lan_sig_str,r_att_total_str,r_lan_total_str,b_att_total_str,b_lan_total_str,r_att_head,r_lan_head,b_att_head,b_lan_head,r_att_body,r_lan_body,b_att_body,b_lan_body,r_att_leg,r_lan_leg,b_att_leg,b_lan_leg,r_att_distance,r_lan_distance,b_att_distance,b_lan_distance,r_att_clinch,r_lan_clinch,b_att_clinch,b_lan_clinch,r_att_ground,r_lan_ground,b_att_ground,b_lan_ground
349,32b0e450b11b32fe,Movsar Evloev,Mike Grundy,Movsar Evloev,False,Featherweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Marc Goddard,0,0.52,0,0,0,48,0,0.3,0.4,1,0,155,7/25/2020,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,0,0,6,15,79,150,20,66,96,173,25,80,53,120,11,53,13,14,9,12,13,16,0,1,72,142,18,64,7,8,1,1,0,0,1,1
350,88d3b6b833e31712,Tanner Boser,Raphael Pessoa,Tanner Boser,False,Heavyweight, KO/TKO ,2,156,3 Rnd (5-5-5),Herb Dean,0,0.71,0,0,0,6,0,0.33,0.0,0,0,0,7/25/2020,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,456,900,0,0,0,1,43,60,12,36,43,60,13,37,15,31,6,28,7,7,2,2,21,22,4,6,34,48,12,35,0,0,0,1,9,12,0,0
351,54bbc7974df586a1,Bethe Correia,Pannie Kianzad,Pannie Kianzad,False,Women's Bantamweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Rich Mitchell,0,0.39,0.2,0,0,121,0,0.51,0,0,0,5,7/25/2020,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,900,900,1,5,0,0,56,143,103,199,83,178,106,205,40,117,76,168,14,20,10,14,2,6,17,17,46,126,97,191,9,15,6,8,1,2,0,0
352,87daaa6db4f6940c,Ramazan Emeev,Niklas Stolze,Ramazan Emeev,False,Welterweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Daniel Movahedi,0,0.43,0.33,2,0,410,0,0.41,1.0,0,0,21,7/25/2020,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,4,12,1,1,29,67,30,72,67,114,41,85,22,59,13,42,5,5,3,7,2,3,14,23,19,54,27,66,7,9,1,3,3,4,2,3
353,67db05bac9165722,Nathaniel Wood,John Castaneda,Nathaniel Wood,False,Bantamweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Marc Goddard,0,0.56,0.33,0,0,49,0,0.42,0.0,0,0,11,7/25/2020,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,1,3,0,1,131,232,55,130,136,240,66,141,59,143,35,108,14,22,6,7,58,67,14,15,123,221,53,128,8,11,2,2,0,0,0,0
354,4dc5039b21013b3a,Deiveson Figueiredo,Joseph Benavidez,Deiveson Figueiredo,True,UFC Flyweight Title, Submission ,1,288,5 Rnd (5-5-5-5-5),Marc Goddard,2,0.87,0,4,0,143,0,0.64,0,0,0,0,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,288,1500,0,0,0,0,35,40,18,28,40,45,22,33,31,36,8,15,4,4,5,7,0,0,5,6,12,16,18,28,0,0,0,0,23,24,0,0
355,fcfd2e6eed519cb9,Jack Hermansson,Kelvin Gastelum,Jack Hermansson,False,Middleweight, Submission ,1,78,3 Rnd (5-5-5),Herb Dean,0,0.5,0.0,1,0,0,0,0.0,1.0,0,0,33,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,78,900,0,1,1,1,2,4,0,3,2,4,1,5,0,1,0,1,0,1,0,2,2,2,0,0,2,4,0,3,0,0,0,0,0,0,0,0
356,e5872dfa5b93fcbb,Marc Diakiese,Rafael Fiziev,Rafael Fiziev,False,Lightweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Rich Mitchell,0,0.45,0.0,0,0,22,0,0.62,0.5,0,0,169,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,900,900,0,4,1,2,68,148,78,124,73,153,82,128,31,105,28,65,19,21,33,41,18,22,17,18,66,146,67,110,2,2,9,12,0,0,2,2
357,c4c379b8f99fea88,Ariane Lipski,Luana Carolina,Ariane Lipski,False,Women's Flyweight, Submission ,1,88,3 Rnd (5-5-5),Daniel Movahedi,0,0.75,0,1,0,67,0,0.5,0,1,0,0,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,88,900,0,0,0,0,3,4,2,4,11,12,2,4,1,2,0,2,2,2,0,0,0,0,2,2,3,4,2,4,0,0,0,0,0,0,0,0
358,ba4485ce4e8e3fe1,Alexandre Pantoja,Askar Askarov,Askar Askarov,False,Flyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Marc Goddard,0,0.51,0.5,0,0,137,0,0.65,0.13,0,1,311,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,900,900,1,2,2,15,32,62,41,63,40,71,44,66,17,40,31,53,12,19,1,1,3,3,9,9,30,60,34,54,1,1,5,6,1,1,2,3
359,e5a9f75b1117d848,Roman Dolidze,Khadis Ibragimov,Roman Dolidze,False,Light Heavyweight, KO/TKO ,1,255,3 Rnd (5-5-5),Herb Dean,1,0.86,0,0,0,3,0,0.28,0,0,0,34,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,255,900,0,0,0,0,19,22,4,14,19,22,10,20,9,11,0,8,1,1,1,3,9,10,3,3,13,16,3,12,0,0,0,0,6,6,1,2
360,bb881d4ee6dfbf86,Grant Dawson,Nad Narimani,Grant Dawson,False,Catch Weight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Daniel Movahedi,0,0.46,0.33,1,0,491,0,0.4,0,0,0,9,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,2,6,0,0,53,115,31,76,136,218,57,105,25,74,17,59,5,14,12,15,23,27,2,2,48,108,28,73,0,0,2,2,5,7,1,1
361,b76c0b0ed2926737,Joe Duffy,Joel Alvarez,Joel Alvarez,False,Lightweight, Submission ,1,145,3 Rnd (5-5-5),Marc Goddard,0,0.53,1.0,0,0,9,0,0.48,0,1,0,0,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,145,900,1,1,0,0,14,26,18,37,14,26,18,37,6,16,7,24,4,5,3,4,4,5,8,9,14,26,18,36,0,0,0,1,0,0,0,0
362,b5f70d0c88f12645,Brett Johns,Montel Jackson,Brett Johns,False,Bantamweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Daniel Movahedi,0,0.57,0.42,1,0,522,1,0.59,0.66,0,1,161,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,8,19,2,3,11,19,26,44,30,39,80,99,7,14,18,35,2,3,6,6,2,2,2,3,4,11,14,31,6,6,5,5,1,2,7,8
363,b9b0da84b243213f,Malcolm Gordon,Amir Albazi,Amir Albazi,False,Bantamweight, Submission ,1,282,3 Rnd (5-5-5),Herb Dean,0,0.18,0,0,1,22,0,0.42,1.0,1,0,141,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,282,900,0,0,1,1,3,16,12,28,5,18,28,46,1,11,8,24,1,1,2,2,1,4,2,2,3,16,10,25,0,0,0,0,0,0,2,3
364,ecb24300bb3bef8c,Davi Ramos,Arman Tsarukyan,Arman Tsarukyan,False,Lightweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Daniel Movahedi,0,0.32,0.0,0,0,18,0,0.46,0.2,0,0,188,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,900,900,0,5,1,5,33,103,91,197,49,122,118,227,20,82,60,160,10,18,13,19,3,3,18,18,29,92,80,182,4,7,6,7,0,4,5,8
365,147e31abbe3927d0,Carlos Felipe,Serghei Spivac,Serghei Spivac,False,Heavyweight, Decision - Majority ,3,300,3 Rnd (5-5-5),Rich Mitchell,0,0.36,0,0,0,0,0,0.48,0.42,0,0,292,7/18/2020,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,900,900,0,0,3,7,44,121,73,149,44,121,165,253,30,107,72,148,14,14,1,1,0,0,0,0,44,121,47,121,0,0,3,3,0,0,23,25
366,abeaae1a64934178,Calvin Kattar,Dan Ige,Calvin Kattar,False,Featherweight, Decision - Unanimous ,5,300,5 Rnd (5-5-5-5-5),Herb Dean,0,0.4,1.0,0,0,66,0,0.38,0.0,0,0,3,7/15/2020,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,1500,1500,1,1,0,9,105,260,84,218,107,262,87,221,70,211,37,150,19,32,30,46,16,17,17,22,95,236,82,216,1,3,2,2,9,21,0,0
367,7dbf23cb872edc9c,Tim Elliott,Ryan Benoit,Tim Elliott,False,Flyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Marc Goddard,0,0.39,0.07,2,1,162,0,0.45,0.5,2,0,22,7/15/2020,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,1,13,1,2,67,169,55,122,90,193,64,131,31,100,39,97,16,40,13,22,20,29,3,3,44,139,47,107,14,20,8,15,9,10,0,0
368,d4c314616eac8f8b,Jimmie Rivera,Cody Stamann,Jimmie Rivera,False,Featherweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Daniel Movahedi,0,0.53,0.66,1,0,119,0,0.36,0.2,0,0,265,7/15/2020,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",r,900,900,2,3,1,5,48,89,26,72,90,134,62,108,16,44,13,55,13,16,8,11,19,29,5,6,32,68,18,61,12,16,8,11,4,5,0,0
369,15def71ff1679e06,Molly McCann,Taila Santos,Taila Santos,False,Women's Flyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Rich Mitchell,0,0.45,0.0,0,0,56,0,0.39,0.71,1,0,473,7/15/2020,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",b,900,900,0,4,5,7,48,106,57,143,67,125,75,164,25,79,24,90,13,17,21,36,10,10,12,17,43,96,34,113,5,10,12,13,0,0,11,17
