,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str_pct,r_td_pct,r_sub_att,r_rev,r_ctrl,b_kd,b_sig_str_pct,b_td_pct,b_sub_att,b_rev,b_ctrl,fight_date,event_name,location,winner_corner,total_time,maximum_scheduled_time,r_att_td,r_lan_td,b_att_td,b_lan_td,r_att_sig_str,r_lan_sig_str,b_att_sig_str,b_lan_sig_str,r_att_total_str,r_lan_total_str,b_att_total_str,b_lan_total_str,r_att_head,r_lan_head,b_att_head,b_lan_head,r_att_body,r_lan_body,b_att_body,b_lan_body,r_att_leg,r_lan_leg,b_att_leg,b_lan_leg,r_att_distance,r_lan_distance,b_att_distance,b_lan_distance,r_att_clinch,r_lan_clinch,b_att_clinch,b_lan_clinch,r_att_ground,r_lan_ground,b_att_ground,b_lan_ground
10,2c13b938e0f8190b,Leon Edwards,Belal Muhammad,,False,Welterweight, Could Not Continue ,2,18,5 Rnd (5-5-5-5-5),Herb Dean,0,0.48,0.0,0,0,19,0,0.3,0,0,0,33,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,318,1500,0,1,0,0,19,39,8,26,20,40,14,32,10,29,7,23,5,6,1,3,4,4,0,0,19,38,6,23,0,1,2,3,0,0,0,0
11,4944437e73071671,Misha Cirkunov,Ryan Spann,Ryan Spann,False,Light Heavyweight, KO/TKO ,1,71,3 Rnd (5-5-5),Mark Smith,0,0.27,0,0,0,0,1,0.55,0,0,0,13,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,71,900,0,0,0,0,5,18,16,29,5,18,16,29,5,18,14,27,0,0,2,2,0,0,0,0,5,18,4,13,0,0,0,0,0,0,12,16
12,d15a87087b6f1452,Dan Ige,Gavin Tucker,Dan Ige,False,Featherweight, KO/TKO ,1,22,3 Rnd (5-5-5),Mike Beltran,1,0.25,0,0,0,1,0,1.0,0,0,0,0,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",r,22,900,0,0,0,0,1,4,1,1,1,4,1,1,1,4,0,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,0
13,70aa6b8f863e6861,Jonathan Martinez,Davey Grant,Davey Grant,False,Bantamweight, KO/TKO ,2,183,3 Rnd (5-5-5),Chris Tognoni,1,0.4,0,0,0,25,1,0.43,0.0,0,0,3,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,483,900,0,0,0,1,29,71,48,110,29,71,49,111,16,57,14,64,5,6,19,30,8,8,15,16,26,66,46,108,0,0,0,0,3,5,2,2
14,01f262b68a6a2223,Manel Kape,Matheus Nicolau,Matheus Nicolau,False,Flyweight, Decision - Split ,3,300,3 Rnd (5-5-5),,0,0.4,0,0,0,38,0,0.53,0.22,1,0,151,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,900,900,0,0,2,9,61,150,55,102,73,165,76,132,37,120,27,66,10,16,21,26,14,14,7,10,58,145,50,96,1,2,2,2,2,3,3,4
15,dc48627a5f2daba9,Eryk Anders,Darren Stewart,,False,Middleweight, Could Not Continue ,1,277,3 Rnd (5-5-5),Herb Dean,1,0.68,0.42,0,0,155,0,0.35,0,0,0,0,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,277,900,3,7,0,0,43,63,15,42,58,79,21,51,38,57,7,32,3,3,2,2,2,3,6,8,17,32,11,38,11,14,4,4,15,17,0,0
16,18c67631b76c18e5,Angela Hill,Ashley Yoder,Angela Hill,False,Women's Strawweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Mike Beltran,0,0.57,0.33,0,0,232,0,0.29,0.33,0,0,159,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",r,900,900,1,3,2,6,77,135,34,116,97,165,53,143,26,63,17,85,35,54,11,21,16,18,6,10,47,98,34,115,29,33,0,1,1,4,0,0
17,bb7ce8a6ba7f7cc5,Charles Jourdain,Marcelo Rojo,Charles Jourdain,False,Featherweight, KO/TKO ,3,271,3 Rnd (5-5-5),Mark Smith,2,0.48,0.0,0,0,177,0,0.36,0.5,0,0,28,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",r,871,900,0,1,1,2,106,220,74,204,128,248,80,211,68,167,25,146,21,35,22,29,17,18,27,29,73,163,63,187,14,18,11,17,19,39,0,0
18,03bdbf2d18f3025d,Rani Yahya,Ray Rodriguez,Rani Yahya,False,Bantamweight, Submission ,2,189,3 Rnd (5-5-5),Herb Dean,0,0.61,0.5,1,0,420,0,0.16,0,0,0,0,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",r,489,900,2,4,0,0,8,13,3,18,42,65,15,35,0,3,2,16,1,2,1,2,7,8,0,0,8,13,3,18,0,0,0,0,0,0,0,0
19,a6828a6dfb21d33c,Nasrat Haqparast,Rafa Garcia,Nasrat Haqparast,False,Lightweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Chris Tognoni,0,0.45,0.0,0,0,0,0,0.23,0.0,0,0,21,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",r,900,900,0,2,0,3,99,217,52,217,99,218,54,219,60,170,32,186,38,45,15,24,1,2,5,7,99,217,48,211,0,0,4,6,0,0,0,0
20,e8adfbbe0053c321,Cortney Casey,JJ Aldrich,JJ Aldrich,False,Women's Flyweight, Decision - Split ,3,300,3 Rnd (5-5-5),Mark Smith,0,0.41,0.0,0,0,2,0,0.56,0.57,0,0,344,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,900,900,0,1,4,7,55,131,45,80,121,202,58,99,35,107,41,74,9,12,4,6,11,12,0,0,45,114,36,64,10,17,4,7,0,0,5,9
21,8a7b0cd5ad9ca4fe,Gloria de Paula,Jinh Yu Frey,Jinh Yu Frey,False,Women's Strawweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Mike Beltran,0,0.49,0,0,0,5,0,0.3,0.66,2,0,573,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",b,900,900,0,0,2,3,31,63,24,79,51,95,50,125,18,48,10,62,7,9,3,5,6,6,11,12,27,59,17,70,4,4,1,1,0,0,6,8
22,d0ebb0551377a1c1,Matthew Semelsberger,Jason Witt,Matthew Semelsberger,False,Welterweight, KO/TKO ,1,16,3 Rnd (5-5-5),Chris Tognoni,1,0.6,0,0,0,2,0,1.0,0,0,0,0,3/13/2021,UFC Fight Night: Edwards vs. Muhammad,"Las Vegas, Nevada, USA",r,16,900,0,0,0,0,3,5,4,4,3,5,4,4,2,4,2,2,0,0,0,0,1,1,2,2,2,2,4,4,0,0,0,0,1,3,0,0
23,7de9867b7cc2b1b1,Jan Blachowicz,Israel Adesanya,Jan Blachowicz,True,UFC Light Heavyweight Title, Decision - Unanimous ,5,300,5 Rnd (5-5-5-5-5),Herb Dean,0,0.55,0.6,0,0,426,0,0.48,0,0,0,1,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,1500,1500,3,5,0,0,107,193,78,161,184,276,99,182,67,146,32,102,29,33,17,23,11,14,29,36,85,169,77,158,6,6,0,1,16,18,1,2
24,fd92fe0c494d0959,Amanda Nunes,Megan Anderson,Amanda Nunes,True,UFC Women's Featherweight Title, Submission ,1,123,5 Rnd (5-5-5-5-5),Jason Herzog,0,0.72,0,2,0,42,0,0.4,0.0,0,0,0,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,123,1500,0,0,0,1,18,25,2,5,19,26,2,5,15,22,0,3,0,0,1,1,3,3,1,1,10,16,2,5,0,0,0,0,8,9,0,0
25,15c9cb5f9320c555,Petr Yan,Aljamain Sterling,Aljamain Sterling,True,UFC Bantamweight Title, DQ ,4,269,5 Rnd (5-5-5-5-5),Mark Smith,1,0.62,1.0,0,0,252,0,0.42,0.05,0,1,205,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,1169,1500,7,7,1,17,86,137,97,230,103,157,119,260,48,96,40,154,21,24,43,60,17,17,14,16,64,106,79,207,12,18,13,14,10,13,5,9
26,c06d7bb29bc24d00,Islam Makhachev,Drew Dober,Islam Makhachev,False,Lightweight, Submission ,3,97,3 Rnd (5-5-5),Chris Tognoni,0,0.6,0.75,2,0,566,0,0.5,0,0,0,12,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,697,900,3,4,0,0,15,25,10,20,102,119,14,24,12,22,5,15,2,2,3,3,1,1,2,2,5,14,6,14,1,1,1,1,9,10,3,5
27,04a788abbbd1f256,Thiago Santos,Aleksandar Rakic,Aleksandar Rakic,False,Light Heavyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Herb Dean,0,0.5,0.0,0,0,0,0,0.4,0.0,0,0,152,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,900,900,0,1,0,2,49,97,36,89,61,109,50,103,10,41,8,47,23,33,13,16,16,23,15,26,35,82,29,82,14,15,7,7,0,0,0,0
28,f4363f1317b47213,Dominick Cruz,Casey Kenney,Dominick Cruz,False,Bantamweight, Decision - Split ,3,300,3 Rnd (5-5-5),Jason Herzog,0,0.44,0.22,0,0,127,0,0.38,0.0,0,0,26,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,900,900,2,9,0,2,89,202,74,193,115,229,74,193,51,151,41,148,24,35,10,19,14,16,23,26,85,197,72,191,4,4,2,2,0,1,0,0
29,5980ab31e4718a83,Song Yadong,Kyler Phillips,Kyler Phillips,False,Bantamweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Mark Smith,0,0.41,0,0,1,66,0,0.41,0.6,0,0,96,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,900,900,0,0,3,5,67,161,59,142,89,189,69,152,39,120,38,112,20,32,16,23,8,9,5,7,67,158,54,137,0,1,2,2,0,2,3,3
30,ae5d14a9fc1ad19c,Joseph Benavidez,Askar Askarov,Askar Askarov,False,Flyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Jason Herzog,0,0.4,0,0,0,0,0,0.65,0.83,0,0,300,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,900,900,0,0,5,6,46,114,58,88,61,130,71,107,13,57,39,65,21,41,14,18,12,16,5,5,41,108,50,77,4,5,4,5,1,1,4,6
31,873306ad79b62f5e,Rogerio Bontorin,Kai Kara-France,Kai Kara-France,False,Flyweight, KO/TKO ,1,295,3 Rnd (5-5-5),Herb Dean,0,0.35,1.0,2,0,195,1,0.59,0,0,0,1,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,295,900,1,1,0,0,6,17,13,22,27,43,21,32,5,16,8,17,1,1,2,2,0,0,3,3,5,16,11,20,0,0,2,2,1,1,0,0
32,2704d31de2c2f43b,Tim Elliott,Jordan Espinosa,Tim Elliott,False,Flyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Mark Smith,0,0.56,0.57,0,0,799,0,0.52,0,0,0,0,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,900,900,4,7,0,0,25,44,13,25,91,120,22,35,14,27,7,18,10,14,4,4,1,3,2,3,4,17,6,15,6,9,4,5,15,18,3,5
33,d170f6580e1c244f,Kennedy Nzechukwu,Carlos Ulberg,Kennedy Nzechukwu,False,Light Heavyweight, KO/TKO ,2,199,3 Rnd (5-5-5),Herb Dean,1,0.55,0.0,0,0,5,0,0.64,0,0,0,5,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,499,900,0,1,0,0,82,148,146,227,84,150,146,227,81,144,101,175,1,4,31,37,0,0,14,15,72,132,132,210,3,8,14,17,7,8,0,0
34,7ad09f889d2cdb6f,Sean Brady,Jake Matthews,Sean Brady,False,Welterweight, Submission ,3,208,3 Rnd (5-5-5),Chris Tognoni,0,0.54,1.0,1,1,488,0,0.25,0,0,0,4,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,808,900,1,1,0,0,37,68,21,84,133,187,32,95,23,52,17,76,1,1,3,7,13,15,1,1,21,49,19,82,0,0,0,0,16,19,2,2
35,50ef636148fa6fac,Livinha Souza,Amanda Lemos,Amanda Lemos,False,Women's Strawweight, KO/TKO ,1,219,3 Rnd (5-5-5),Jason Herzog,0,0.14,0,0,0,0,2,0.63,0,0,0,73,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,219,900,0,0,0,0,1,7,29,46,1,7,30,47,0,4,22,37,0,1,3,5,1,2,4,4,1,7,12,22,0,0,0,0,0,0,17,24
36,e2abba69c3371618,Uros Medic,Aalon Cruz,Uros Medic,False,Lightweight, KO/TKO ,1,100,3 Rnd (5-5-5),Mark Smith,1,0.71,0,0,0,56,0,0.0,0.0,0,0,11,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",r,100,900,0,0,0,2,45,63,0,3,55,74,0,3,43,61,0,2,1,1,0,1,1,1,0,0,7,8,0,3,3,3,0,0,35,52,0,0
37,c096342c57a6f2c4,Mario Bautista,Trevin Jones,Trevin Jones,False,Bantamweight, KO/TKO ,2,47,3 Rnd (5-5-5),Chris Tognoni,0,0.5,0,0,0,9,1,0.76,0.0,0,0,86,3/06/2021,UFC 259: Blachowicz vs. Adesanya,"Las Vegas, Nevada, USA",b,347,900,0,0,0,3,21,42,23,30,43,64,36,44,11,27,11,18,6,11,1,1,4,4,11,11,16,35,17,22,5,7,2,2,0,0,4,6
38,4a704dae3091adaf,Jairzinho Rozenstruik,Ciryl Gane,Ciryl Gane,False,Heavyweight, Decision - Unanimous ,5,300,5 Rnd (5-5-5-5-5),Herb Dean,0,0.4,0,0,0,0,0,0.57,0.14,0,0,269,2/27/2021,UFC Fight Night: Rozenstruik vs. Gane,"Las Vegas, Nevada, USA",b,1500,1500,0,0,2,14,42,104,102,176,49,111,128,202,14,69,33,83,5,6,23,32,23,29,46,61,38,97,98,172,4,7,3,3,0,0,1,1
39,3a4e2dffcdd1c838,Nikita Krylov,Magomed Ankalaev,Magomed Ankalaev,False,Light Heavyweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Mark Smith,0,0.39,0.16,0,0,104,0,0.46,0.33,0,0,359,2/27/2021,UFC Fight Night: Rozenstruik vs. Gane,"Las Vegas, Nevada, USA",b,900,900,1,6,3,9,47,120,43,92,58,132,89,143,18,78,37,83,22,34,4,7,7,8,2,2,45,116,29,76,2,4,2,2,0,0,12,14
40,f3ad8ad8d242678e,Montana De La Rosa,Mayra Bueno Silva,,False,Women's Flyweight, Decision - Majority ,3,300,3 Rnd (5-5-5),Jerin Valel,0,0.41,0.25,0,0,552,0,0.65,0,1,0,64,2/27/2021,UFC Fight Night: Rozenstruik vs. Gane,"Las Vegas, Nevada, USA",b,900,900,3,12,0,0,30,72,52,80,107,156,111,142,19,56,28,53,11,16,22,23,0,0,2,4,23,63,20,40,5,6,29,36,2,3,3,4
41,c2ee423d1f0b4f6f,Pedro Munhoz,Jimmie Rivera,Pedro Munhoz,False,Bantamweight, Decision - Unanimous ,3,300,3 Rnd (5-5-5),Herb Dean,0,0.48,0,0,0,3,0,0.33,0.2,0,0,4,2/27/2021,UFC Fight Night: Rozenstruik vs. Gane,"Las Vegas, Nevada, USA",r,900,900,0,0,1,5,94,194,65,193,94,194,65,193,35,115,48,168,19,27,4,8,40,52,13,17,93,193,65,193,1,1,0,0,0,0,0,0
