,Unnamed: 0,fighter_name,id
11199,11200,Dennis Hallman,8a8a84b743ae7699
9768,9769,Dennis Siver,5f87a5c00b3d17ed
1047,1048,Dequan Townsend,3f7dab21b6c971bc
3037,3038,Derek Brunson,b1a3e0aca758b322
9903,9904,Derek Downey,b05086131c6f5dc5
975,976,Deron Winn,483a953b18d73bb3
1479,1480,Derrick Krantz,714e1e0681ddb703
6271,6272,Derrick Lewis,d3df1add9d9a7efb
10937,10938,Derrick Noble,21321cdfba797c52
3463,3464,Desmond Green,f046d724d2a84ac5
1757,1758,Devin Clark,cc7040fe76f0ef91
2580,2581,Devin Powell,065eb44700e641a4
2092,2093,Devonte Smith,207773daeb4afa7b
2227,2228,Dhiego Lima,e9213f53ddeca978
730,731,Diana Belbita,d7e40dca3ae125be
8154,8155,Diego Brandao,c2e3e67b5911bfb7
4939,4940,Diego Ferreira,f53d4f21d1b5f2dc
7899,7900,Diego Nunes,3a24769a4855040a
2784,2785,Diego Rivas,09f579be4520394a
2498,2499,Diego Sanchez,82e7929bf6c2b689
10673,10674,Diego Saraiva,4f4dac51adc1af4f
11871,11872,Dieusel Berto,0db70ca89e1c7374
5341,5342,Dileno Lopes,8270c00fae24c922
10748,10749,Din Thomas,40a604761ca7d64d
11791,11792,Dmitri Stepanov,738acab0c6934dd8
4016,4017,Dmitrii Smoliakov,75afb06215a07341
2917,2918,Dmitry Sosnovskiy,85ff1b9471d35238
10735,10736,Dokonjonosuke Mishima,b14a68c533f4a4aa
1072,1073,Domingo Pilarte,4bf6b225ff6099c4
5451,5452,Dominic Waters,2de91c2244ad7e89
4020,4021,Dominick Cruz,10f3ba6cd2f44a97
1963,1964,Dominick Reyes,2e19380f34871c6a
4455,4456,Dominique Steele,68c11c27d4d56572
11818,11819,Don Frye,271fe91f4ba9d2c5
2399,2400,Don Madge,68c7ad953455c73f
891,892,Don'Tale Mayes,1a9480fc288e55d7
6674,6675,Donald Cerrone,1d00756835ca67c9
8995,8996,Dong Hyun Kim,9bcf8603ceb25680
4657,4658,Dong Hyun Ma,98a6b2361045898f
9115,9116,Dongi Yang,aed06011bf62237b
11781,11782,Donnie Chappell,8788beb528894f33
8737,8738,Donny Walker,e6147d5ab3685899
6065,6066,Dooho Choi,e93b04e308913c2e
10383,10384,Dorian Price,ee4b670e159f4a33
10519,10520,Doug Evans,d3de4a24f7eefac8
2170,2171,Douglas Silva de Andrade,3a314d9fa7c6825d
3187,3188,Drakkar Klose,7cbf7c78d3b34218
95,96,Drako Rodriguez,dc3b9cf7641b7ab6
6589,6590,Drew Dober,519e4fe37ce9ff75
11165,11166,Drew Fickett,d814f5192e58fb2f
10083,10084,Drew McFedries,1fd4fbdcc67de844
429,430,Dricus Du Plessis,0d7b51c9d2649a6e
9084,9085,Duane Ludwig,84ac950d4c1722dd
1755,1756,Duda Santana,d6ead04919a894b1
201,202,Dusko Todorovic,866fd7b1a6c90e7f
10456,10457,Dustin Hazelett,a149d6bc670cdb60
8558,8559,Dustin Jacoby,e4277e87a789d687
7201,7202,Dustin Kimura,fe91d254db77a7fc
8473,8474,Dustin Neace,e503aa5c252a1b4d
4087,4088,Dustin Ortiz,f53c1f4ceeed8c08
8099,8100,Dustin Pague,55f80a8aeffcdb33
1883,1884,Dustin Poirier,029eaff01e6bb8f0
313,314,Dustin Stoltzfus,71505842fb6455c3
11760,11761,Dwayne Cason,31c01fbc2586a5eb
2044,2045,Dwight Grant,8be158ca1e5ea6a0
7008,7009,Dylan Andrews,00debc804e2b1cd4
11696,11697,Ebenezer Fontes Braga,dc950d59dc590aca
5870,5871,Ed Herman,06f36cf4bd97ec77
4957,4958,Eddie Alvarez,33a331684283900f
5481,5482,Eddie Gordon,8cad40a75e5c97f5
7407,7408,Eddie Mendez,49e49b54e5901d0d
11289,11290,Eddie Ruiz,7b9aa973e5c04624
10542,10543,Eddie Sanchez,7f0b4a75ef3039a3
4058,4059,Eddie Wineland,fc9a9559a05f2704
8225,8226,Eddie Yagin,cc84b68f862b466f
6074,6075,Edgar Garcia,8d49545dadf9b919
10449,10450,Edilberto de Oliveira,afdb76fbd86f6d11
7223,7224,Edimilson Souza,6c7020b859c7a3ce
1265,1266,Edmen Shahbazyan,4144798612ef96e5
7326,7327,Ednaldo Oliveira,acd9513399a8b09b
2184,2185,Edson Barboza,64a50dad704d1d49
349,350,Eduardo Garagorri,7bde387d50829adf
8759,8760,Edward Faaloloto,6224e8d0a34264eb
11055,11056,Edwin DeWees,75bbd2206a15319f
8865,8866,Edwin Figueroa,bbfca6d5c27d9cd8
9477,9478,Efrain Escudero,83fd97284f4bb4a4
8301,8302,Eiji Mitsuoka,2b4faacc16d66898
12001,12002,Eldo Xavier Dias,ee5df903f80c6816
2250,2251,Elias Garcia,ac5a7400da3a9a41
5956,5957,Elias Silverio,52ba464d9068d871
2776,2777,Elias Theodorou,34f88592c0ab7a54
8885,8886,Eliot Marshall,a08d909a5be6f410
4431,4432,Elizabeth Phillips,dcbf01d605681ad1
746,747,Elizeu Zaleski dos Santos,8adcbd525fab8d9b
4655,4656,Elvis Mutapcic,28c55b4087a6f136
11369,11370,Elvis Sinosic,817e0bdf08efce2e
1019,1020,Emil Meek,103b06d8707895a9
5097,5098,Emily Kagan,c1ea9d56cd953586
575,576,Emily Whitmire,b3d21b2610dcfaeb
12015,12016,Emmanuel Yarborough,2299605af59fd309
1288,1289,Enrique Barzola,be0b310a12eb80b4
4551,4552,Enrique Marin,23a6e307077c6ccc
11792,11793,Enson Inoue,0cf935519d439ba6
11815,11816,Eric Martin,abbc4fc02e0d84b3
10411,10412,Eric Schafer,f59f1d3a2ff13edd
1956,1957,Eric Shelton,a0c64f272b65d441
3986,3987,Eric Spicely,b9664eae2ac75262
8263,8264,Eric Wisely,53f84637dfffab7a
4250,4251,Erick Montano,8163cd7de0342652
3694,3695,Erick Silva,5866fc86183a9fb8
5583,5584,Ericka Almeida,67a992d4cff22466
6628,6629,Erik Koch,99bd87a300079ed9
7963,7964,Erik Perez,af62f99eb7606308
6569,6570,Ernest Chavez,b406da701c479076
11975,11976,Ernie Verdicia,2b1587a3376ab743
3154,3155,Eryk Anders,cad24459b28592ca
7445,7446,Estevan Payan,d0a5ef38a7778ac2
11638,11639,Eugene Jackson,ce783bf73b5131f9
11731,11732,Eugenio Tadeu,f70144caea5c4c80
5944,5945,Evan Dunham,e5c9de15bb58b1c6
11408,11409,Evan Tanner,8f2d9ee27f206f1f
11500,11501,Fabiano Iha,263ebd4a669e1e98
10917,10918,Fabiano Scherner,0bc7e61d204f2137
11843,11844,Fabio Gurgel,8377c5572cb356f3
5182,5183,Fabio Maldonado,1fb80f46d3c105d9
9575,9576,Fabricio Camoes,7abe471b61725980
8060,8061,Fabricio Werdum,492b202d2064e7a9
11247,11248,Falaniko Vitale,445a98acb8985970
417,418,Fares Ziam,1e4f273069fb9e85
2413,2414,Felice Herrig,b6850671a008bf9a
1571,1572,Felicia Spencer,39d91e95949de3d9
8074,8075,Felipe Arantes,71002dbc1743b9a7
2125,2126,Felipe Colares,dbac0a413af64bbe
4953,4954,Felipe Olivieri,948880beac71f028
2803,2804,Felipe Silva,1b38a2b897f6209c
12007,12008,Felix Lee Mitchell,6cbb7661c3258617
5339,5340,Fernando Bruno,b8c0f30ee9a98b69
4796,4797,Filip Pejic,38ed5a2299230227
11635,11636,Flavio Luiz Moura,ab35634d1a8c7a11
10517,10518,Floyd Sword,5330fe7e4c3af81c
11104,11105,Forrest Griffin,fcffee71cff5530e
10633,10634,Forrest Petz,e86bc32f5997a8f7
11941,11942,Francesco Maturi,d3b5ad3b15a64a18
6756,6757,Francimar Barroso,b69f24c500d783e7
7820,7821,Francis Carmont,3591d0d5d382a381
2283,2284,Francis Ngannou,8d03ce87ca14e778
184,185,Francisco Figueiredo,cdadae5363b66eef
8805,8806,Francisco Rivera,7ea4a9f07df33a45
5236,5237,Francisco Trevino,97a6bbe6e6566a94
4696,4697,Francisco Trinaldo,a8283a4f415e1eb9
3043,3044,Frank Camacho,764342d39cdaa54a
11685,11686,Frank Caracci,44f9c777fed7ca03
12038,12039,Frank Hamaker,c3c23c99477c041b
9751,9752,Frank Lester,edd8d5d8089a35f8
8145,8146,Frank Mir,1ff9589f9065a9ed
11742,11743,Frank Shamrock,fcaae0385b514f11
9629,9630,Frank Trigg,d2d37e8eeb3abc8d
9786,9787,Frankie Edgar,f2688492b9a525a3
4106,4107,Frankie Perez,96c336b463e0662c
1949,1950,Frankie Saenz,9ba2226646046b63
12027,12028,Fred Ettish,8d5daf67983b65ba
9050,9051,Fredson Paixao,320edfb0332b7073
4061,4062,Fredy Serrano,0ccab7c889ede9ea
861,862,Gabe Green,5eb50529a8418b77
9191,9192,Gabe Ruediger,ccba80d4820ef557
906,907,Gabriel Benitez,436f970c9ea9169c
5980,5981,Gabriel Gonzaga,270b89c00ef0c55c
1611,1612,Gabriel Silva,002ca196477ce572
1878,1879,Gadzhimurad Antigulov,af997f7611673880
179,180,Gaetano Pirrello,8765559b6a29a421
3137,3138,Galore Bofando,8a56ea383fd26e52
11322,11323,Gan McGee,d90b630e0561818b
7183,7184,Garett Whiteley,129537073431e52e
3880,3881,Garreth McLellan,f215cfbd4ba3c270
11857,11858,Gary Goodridge,fbbde91f7bc2d3c5
6889,6890,Gasan Umalatov,7a39bbac8cc0fa70
1582,1583,Gavin Tucker,da816417a579a0bd
5319,5320,Geane Herrera,c169545ab0825f44
7542,7543,Gegard Mousasi,232c582f29f8f65e
11305,11306,Genki Sudo,99dd0147dc4ef80c
2494,2495,Geoff Neal,b997be68943010fc
8547,8548,George Roop,3c0437fbeda06962
9062,9063,George Sotiropoulos,896c322f56b8be5a
4944,4945,George Sullivan,6c7e25571490aa3b
8826,8827,Georges St-Pierre,6506c1d34da9c013
9492,9493,Gerald Harris,c4b81cdecd5d6abe
837,838,Gerald Meerschaert,6ac9bc2953c47345
11273,11274,Gerald Strebendt,04f9fe830cf13482
1538,1539,Geraldo de Freitas,9cfbfae5fa1fdd93
1616,1617,Germaine de Randamie,1d239d571e342453
11937,11938,Gerry Harris,30cd319d39ee689b
11943,11944,Geza Kalman,304fcd812f12c589
2036,2037,Gian Villante,fcd448a2fe1a23cc
11093,11094,Gideon Ray,ea3ef6206c7907d5
442,443,Giga Chikadze,9560ff14eb3129f7
11331,11332,Gil Castillo,31ceaf0e670c1578
10863,10864,Gilbert Aldana,d26934530dc5b248
6381,6382,Gilbert Burns,23024fdfc966410a
1650,1651,Gilbert Melendez,aa5b4eff51bdc7d1
7527,7528,Gilbert Smith,54ed8dc6f8c31207
9505,9506,Gilbert Yvel,d29b5c4f22c6357d
3218,3219,Gillian Robertson,38c7f72747f4f712
819,820,Gina Mazany,016a8d958883167c
5338,5339,Glaico Franca Moreira,00a3ff40c4b2cf21
8046,8047,Gleison Tibau,75e5fec9f72910ef
22,23,Gloria de Paula,5dd180c8b3196786
335,336,Glover Teixeira,7ff97850e8c32bda
8058,8059,Godofredo Pepey,fa37628269132d1a
2642,2643,Gokhan Saki,4690d47bf725fd98
9257,9258,Goran Reljic,132f860d02953f4c
1998,1999,Grant Dawson,99bd51917728c25d
7428,7429,Gray Maynard,7d96bc577e5178b2
2132,2133,Greg Hardy,85073dbd1be65ed9
9411,9412,Greg Soto,9c669abd35b2522f
11759,11760,Greg Stott,91181b29be041f1c
2734,2735,Gregor Gillespie,84ff027394f7e470
1733,1734,Grigory Popov,d3fa5c5955397532
5626,5627,Guangyou Ning,2c1170b825f58e57
979,980,Guido Cannetti,d05412b513b19621
6467,6468,Guilherme Vasconcelos,d6d5da3c209884bc
3546,3547,Gunnar Nelson,fd55393021a8c255
411,412,Guram Kutateladze,7772b283d288dbe2
352,353,Gustavo Lopez,93b62c5f2ba18e51
6119,6120,Guto Inocente,e7fe5315b1efeb92
11794,11795,Guy Mezger,946f341df6472ee0
7454,7455,Hacran Dias,ed209f6618c82e41
478,479,Hakeem Dawodu,2c9d00968f818270
857,858,Hannah Cifers,2244d9a2b64b8c3b
1567,1568,Hannah Goldy,26e3f3928b1891d9
5399,5400,Hans Stringer,523f6ad11dbe9b53
11935,11936,Harold Howard,a2b06ca02bca14c0
11717,11718,Harry Moskowitz,4dc496aa0cfc0d95
6496,6497,Hatsu Hioki,ef7fa30364cbe7f2
11405,11406,Hayato Sakurai,85e26e2468b4e82f
5026,5027,Hayder Hassan,cf615eb4b7862c76
11961,11962,He-Man Gipson,3e03cec9767d37e6
10677,10678,Heath Herring,7450525c7ba032a0
6011,6012,Heather Clark,dd4c16777fb2ccf9
1345,1346,Hector Aldana,c487223b0289bda9
4639,4640,Hector Lombard,db1f2ed63b54b9a7
10533,10534,Hector Ramirez,d1759b2b7be9be56
3782,3783,Hector Sandoval,449c890bd90f3374
6075,6076,Hector Urbina,4b8fb0453a596b8e
1148,1149,Heili Alateng,1897b7b913736a7c
4653,4654,Henrique da Silva,b0bd0c5425668b8f
5471,5472,Henry Briones,01fcef7e3d051722
2130,2131,Henry Cejudo,056c493bbd76a918
8345,8346,Henry Martinez,76729a829623e266
602,603,Herbert Burns,4f140403000158b5
10858,10859,Hermes Franca,e0ec3c3b6b611f7e
6689,6690,Hernani Perpetuo,575360be653ad6a6
5412,5413,Holly Holm,634e2fb70bde3fd5
11443,11444,Homer Moore,e56df3c1d8b4b1cc
4461,4462,Horacio Gutierrez,cd85b48dc880fabd
9543,9544,Houston Alexander,0541480fbf719d86
11761,11762,Houston Dorr,312f47c3d2f83ffa
3243,3244,Hu Yaozong,f1175ea3aafbf351
11709,11710,Hugo Duarte,706404da0775dcbc
8069,8070,Hugo Viana,f95381efb3051d81
2322,2323,Humberto Bandenay,2c2caf2f2bab9df5
6083,6084,Humberto Brown Morrison,e9e7e1c8ff289e1b
908,909,Hunter Azure,2af2f2e26c4c0402
4424,4425,Hyun Gyu Lim,203c957eac95dd87
4792,4793,Ian Entwistle,d7adfcfdf7c6c1f8
11550,11551,Ian Freeman,b4bc2e3353a770b5
2313,2314,Ian Heinisch,2e585c701f72fe55
8669,8670,Ian Loveland,eea0274e153256a0
6391,6392,Ian McCall,701e057d63c124d9
10971,10972,Icho Larenas,49efbdc6c9f650c4
6258,6259,Igor Araujo,dbea8c1cb327ab3d
9035,9036,Igor Pokrajac,53278852bcd91e11
11721,11722,Igor Zinoviev,108afe61a26bcbf4
590,591,Ike Villanueva,f9d0cae37dabfafc
11580,11581,Ikuhisa Minowa,ce6065baef021cf3
7176,7177,Ildemar Alcantara,7c6e87729e824ef4
268,269,Ilia Topuria,54f64b5e283b0ce7
7323,7324,Iliarde Santos,14aa21bc82cac57d
6394,6395,Ilir Latifi,e9a3aeb207578eea
567,568,Impa Kasanganay,257b0c8d6f199895
1481,1482,Inoue Mizuki,43a59ce3bb40449e
4118,4119,Ion Cutelaba,cd13728ae1151f46
3833,3834,Irene Aldana,578ef12674df1e6a
517,518,Irwin Rivera,06a80a685ea98573
7679,7680,Isaac Vallie-Flagg,c295de4e10acd4c9
1221,1222,Isabela de Padua,e0f959f65d0406b4
2569,2570,Islam Makhachev,275aca31f61ba28c
1660,1661,Ismail Naurdiev,6a96ad1bc34fb113
3003,3004,Israel Adesanya,1338e2c7480bdf9e
8309,8310,Issei Tamura,57bf89d42364d39e
4271,4272,Iuri Alcantara,2f95a3c6d58b2aad
5389,5390,Ivan Jorge,19db7ac26308178f
8042,8043,Ivan Menjivar,5755960ebd0b16f6
11176,11177,Ivan Salaverry,394f55ebca199124
9943,9944,Ivan Serati,b23fca14c7b79935
5720,5721,Izabela Badurek,4fcf6e0c4e0e6664
4503,4504,JC Cottrell,3ec1e4ba98c9c85a
1348,1349,JJ Aldrich,6fd953151d981979
6844,6845,Jacare Souza,7a703c565ccaa18f
1911,1912,Jack Hermansson,0a1942069c9ad6b6
4195,4196,Jack Marshman,045f25b3a4c08e81
6695,6696,Jack May,2c6e81426dd7573c
11963,11964,Jack McGlaughlin,237187ed9f419285
11796,11797,Jack Nilson,53e533db1b8e9712
1396,1397,Jack Shore,b8a85389d115e35a
11817,11818,Jackie Lee,4985113c0928aa62
1191,1192,Jacob Kilburn,637bd06c32219f0b
382,383,Jacob Malkoun,d4270315cbcf2569
7676,7677,Jacob Volkmann,6f81b6de2557739a
673,674,Jai Herbert,4c88a1db5a46c6a4
601,602,Jairzinho Rozenstruik,2cd428e9606856fd
5107,5108,Jake Collier,92fa1401b7927da3
6068,6069,Jake Ellenberger,d81ac739417d7f53
8281,8282,Jake Hecht,e57fdbea1b828202
5790,5791,Jake Lindsey,33e00249ef08d3a4
3250,3251,Jake Matthews,a845f0735bc67405
10842,10843,Jake O'Brien,20bcc9966affb19c
9897,9898,Jake Rosholt,4f2fcbefb668689d
7952,7953,Jake Shields,fe435e440b5de0ff
1892,1893,Jalin Turner,4d8fa64202cee4c1
259,260,Jamahal Hill,5444c5a201d3ee5a
654,655,Jamall Emmers,e00a3dee329a51f7
3591,3592,James Bochnovic,984d15d5dc7bfcf9
10143,10144,James Giboo,f74e037b97917027
9281,9282,James Hammortree,1f77fce698e80488
7274,7275,James Head,19a8cce18a1cef9e
10740,10741,James Irvin,a7f4d0902bb64092
3090,3091,James Krause,8f6a18831a120817
10345,10346,James Lee,863d06a7ef8bc98c
9136,9137,James McSweeney,cac08b8685387ca5
5417,5418,James Moontasri,c06a9b48d4132c8e
3556,3557,James Mulheron,8d5350fa18b79e9a
8272,8273,James Te Huna,f5431394fb284bb9
9183,9184,James Toney,d10b35152277cf98
1596,1597,James Vick,6256b2b1562cb8e1
9736,9737,James Wilks,852454c572675334
11367,11368,James Zikic,4b4fc3ddc307bc73
341,342,Jamey Simmons,f0fad0e9f3b65752
4131,4132,Jamie Moyle,882d62561063a927
1365,1366,Jamie Mullarkey,af9f42e6894047fc
231,232,Jamie Pickett,830f60497fab345a
8157,8158,Jamie Varner,a54fc2d6fc224dc3
9272,9273,Jamie Yager,85248da6e9e2f7e7
2458,2459,Jan Blachowicz,99df7d0a2a08a8a8
1373,1374,Jared Cannonier,13a0275fa13c4d26
311,312,Jared Gooden,c730a0be691dc081
1205,1206,Jared Gordon,7026eca45f65377b
9597,9598,Jared Hamman,23459ee7e373b98f
8375,8376,Jared Papazian,edad57b3dddf2168
10373,10374,Jared Rollins,c4b6099f0d25f75e
6048,6049,Jared Rosholt,91ea901c458e95dd
97,98,Jared Vanderaa,2b68d9f125d07b42
4392,4393,Jarjis Danho,8614b7134913f5d5
2754,2755,Jarred Brooks,81d9df19e255b8b6
10421,10422,Jason Black,b2f743746e8dcfa2
9433,9434,Jason Brilz,497ba5b12a4bfc47
9859,9860,Jason Day,a6fd2173d5e2d7f0
12032,12033,Jason DeLucia,6ceff86fae4f6b3b
10805,10806,Jason Dent,fa8b9e6b0c2269f8
11999,12000,Jason Fairn,adea9f0090aa8e14
10509,10510,Jason Gilliam,91720876db0ee468
11669,11670,Jason Godsey,5ca158b1cc9cb242
3992,3993,Jason Gonzalez,e45cfa47f504033a
6541,6542,Jason High,e5d03e4d966126bd
3507,3508,Jason Knight,bb1a2cdad6ff34db
10201,10202,Jason Lambert,5be86bb2f78fef2f
8844,8845,Jason MacDonald,2be6596a9db33bf5
8158,8159,Jason Miller,b2f88c04c4dd43ce
4257,4258,Jason Novelli,459e4dc69ec669b2
8693,8694,Jason Reinhardt,02500fb9fd79a974
4848,4849,Jason Saggo,4ac1ecf8ce59ef23
10541,10542,Jason Tan,ad3041e61896b975
11139,11140,Jason Thacker,f0264252e191da22
10841,10842,Jason Von Flue,c4b9296214f4c09c
769,770,Jason Witt,5f3805dda9661cba
8779,8780,Jason Young,f59e9e49ef85b469
8749,8750,Javier Vazquez,be5cfd73617a5b1a
2660,2661,Jay Cucciniello,683ea28a198936fe
7675,7676,Jay Hieron,5bb0a618ad03ac64
9661,9662,Jay Silva,53bb0d40905b87c0
10267,10268,Jeff Cox,c9bbf1a0285a8076
8188,8189,Jeff Curran,a8ea84cbe1655f0a
8175,8176,Jeff Hougland,97a8f39186f489db
489,490,Jeff Hughes,6a11e325aa60ad02
10711,10712,Jeff Joslin,388abbf8832b5adf
10729,10730,Jeff Monson,cbfd1d34356a004c
11017,11018,Jeff Newton,94609dd91731d428
3266,3267,Jenel Lausa,ec664422b22d9787
645,646,Jennifer Maia,8e1f36476ef02a6a
10513,10514,Jens Pulver,44260175069b6276
11544,11545,Jeremy Horn,8d26912cd2aeb366
11275,11276,Jeremy Jackson,ad32471f01e7b1a5
4416,4417,Jeremy Kennedy,68f6e96c5fa6e044
2604,2605,Jeremy Kimball,917a5cb9821df261
7160,7161,Jeremy Larsen,c3bd649a9194e50c
8998,8999,Jeremy Stephens,18968f97ad34f15c
11587,11588,Jermaine Andre,9bad58fa651d6196
141,142,Jerome Rivera,c9587d81e1d33925
6425,6426,Jerrod Sanders,12f1b140e248bdb9
11804,11805,Jerry Bohlander,93892752c5fc23ca
10203,10204,Jess Liaudin,a8aba6fd8a463043
6664,6665,Jessamyn Duke,a7ddae0be8b78147
8772,8773,Jesse Bongfeldt,934de214814b8ff4
9495,9496,Jesse Forbes,947eccadb72f4f6f
9305,9306,Jesse Lennox,3ae10ac4df3df05c
6438,6439,Jesse Ronson,5580771f383e141f
9837,9838,Jesse Sanders,59aaf2730b84698a
10135,10136,Jesse Taylor,dd992d569aaebee6
3752,3753,Jessica Aguilar,8f382b3baa954d2a
3737,3738,Jessica Andrade,6a1901c62ab3870f
804,805,Jessica Eye,f72465a784c1b084
5495,5496,Jessica Penne,c742287ed86a09bc
7025,7026,Jessica Rakoczy,ffdeb4fbea09ce75
3247,3248,Jessica-Rose Clark,6c8072b61c276e67
2403,2404,Jessin Ayari,6eaec40f724852f4
2327,2328,Jesus Pinedo,25af5e832f17b474
2266,2267,Ji Yeon Kim,a20f234df70f2182
6329,6330,Jianping Yang,d3c554d6e11fc9d6
5023,5024,Jim Alers,fe5a9547479396ab
9636,9637,Jim Miller,d1941565abf50b16
11809,11810,Jim Mullen,1a49e0670dfaca31
3707,3708,Jim Wallhead,0c670b443c3d269f
6787,6788,Jimi Manuwa,1e1dbd1cc5a7469e
5195,5196,Jimmie Rivera,9c907996820d2d69
404,405,Jimmy Crute,70e1f8a821b72c8b
232,233,Jimmy Flick,09e62c450e754913
7533,7534,Jimmy Quinlan,ddbe4fa2ea573393
7134,7135,Jimy Hettes,893d51aaf024eddd
2467,2468,Jin Soo Son,7c9c6a884be167fe
777,778,Jinh Yu Frey,d05cb1e8d1b885d8
745,746,Jiri Prochazka,009341ed974bad72
3620,3621,Joachim Christensen,2d447cc91bdaa545
4216,4217,Joanna Jedrzejczyk,3d6749c4267da18f
5390,5391,Joanne Calderwood,12f91bfa8f1f723b
11383,11384,Joao Pierini,9a967e8e43dcef63
11567,11568,Joao Roque,0f6528b461e47462
7453,7454,Joao Zeferino,be4076c9e8d791e3
3727,3728,Joaquim Silva,ae7fe94f117f98cf
631,632,Joaquin Buckley,b9437600497350f3
2353,2354,Joby Sanchez,b12fc8a41e82d3a2
4010,4011,Jocelyn Jones-Lybarger,1a98c9dbb7fc3959
2633,2634,Jodie Esquibel,411539901068522f
9557,9558,Joe Brammer,013da757877044a2
11741,11742,Joe Charles,19ffeb5e3fffd6d5
11183,11184,Joe Doerksen,dbaaf42313af90fa
3307,3308,Joe Duffy,654ae722109a0d31
6480,6481,Joe Ellenberger,8e8e4487c621aa1c
2659,2660,Joe Giannetti,946db8a378903cc3
10859,10860,Joe Jordan,712c4db78b9373d1
3766,3767,Joe Lauzon,3bad7ef643840f67
5487,5488,Joe Merritt,e82d5f54daa85a7e
11899,11900,Joe Moreira,df85d6ec3493d120
11711,11712,Joe Pardo,74fefd43f073cd2f
3781,3782,Joe Proctor,a36556bb1565e32d
5986,5987,Joe Riggs,d512d9f204059f57
11581,11582,Joe Slick,80e6d71e14c1d356
583,584,Joe Solecki,af65aa688d13eedf
11995,11996,Joe Son,83b743fedde154fb
6285,6286,Joe Soto,a4e85a58fbce64b2
10943,10944,Joe Stevenson,79899ecf62020f6d
10075,10076,Joe Vedepo,d35c3ed553b71fa2
10453,10454,Joe Veres,c6d8ae3b016d5ad5
2057,2058,Joel Alvarez,58bbef3770bb2dfc
11942,11943,Joel Sutton,a6a9ab5a824e8f66
8366,8367,Joey Beltran,46baf0f57edfa4df
7875,7876,Joey Gambino,10559c53de0b950e
11493,11494,Joey Gilbert,6bb1d2b714d4b3bc
4351,4352,Joey Gomez,0778f94eb5d588a5
11671,11672,Joey Roberts,c058823a2595ab09
8142,8143,John Albert,7bd94b60d7521e4a
8227,8228,John Alessio,7a15f3694c5cbc02
1627,1628,John Allan,6ebe96a116e79e52
11861,11862,John Campetella,31bbd46d57dfbcb7
89,90,John Castaneda,5fa2974cbd18e05c
8209,8210,John Cholish,03c9994c5b8958ec
8133,8134,John Cofer,8b260672a21d1fd6
604,605,John Dodson,99506df1af6c8b3b
11981,11982,John Dowdy,e780ccc79a209985
9515,9516,John Gunderson,a0c139b34f11421a
2672,2673,John Gunther,3956bdc8ab2e54b3
10293,10294,John Halverson,88c8f47241d90040
8862,8863,John Hathaway,28f3c2258a1d8874
9554,9555,John Howard,fc31f896cde2bc2e
10381,10382,John Kolosci,5f6038bcdb95e3e4
11624,11625,John Lewis,4a01dc8376736ef5
1842,1843,John Lineker,c268b2cfebccf652
11687,11688,John Lober,31652c9267606d54
7911,7912,John Maguire,1a7745388839e52b
7584,7585,John Makdessi,c21a036b4e012f1c
11129,11130,John Marsh,b6b12014698cc345
11959,11960,John Matua,c933d423ebdbbbdb
5984,5985,John Moraga,92437c6775b3f7d1
722,723,John Phillips,e9ac7bfb65c25497
9985,9986,John Polakowski,b18fb36a4aa00093
9349,9350,John Salter,010986ee359fb863
8068,8069,John Teixeira,86061eaba822bfea
6737,6738,Johnny Bedford,ffc3e6daaa6da0b7
4809,4810,Johnny Case,1f4b04a926ef1287
8663,8664,Johnny Eduardo,528c24b99fbaab79
652,653,Johnny Munoz,f6bcbd91b114ff58
10141,10142,Johnny Rees,3ba3b5cc94498437
12021,12022,Johnny Rhodes,319fa1bd3176bded
1261,1262,Johnny Walker,c21f26bbde777573
9530,9531,Johny Hendricks,0941df56f6ac954b
6231,6232,Jon Delos Reyes,0d0351c20169a499
7668,7669,Jon Fitch,6f018c039b4d5d80
11978,11979,Jon Hess,32a3025d5db456ae
3497,3498,Jon Jones,07f72a2a7591b409
8858,8859,Jon Madsen,7691a80e6ca3e55b
7634,7635,Jon Manley,a0602dd050bebefc
8767,8768,Jon Olav Einemo,0577808d22dfe79c
5621,5622,Jon Tuck,53ec9cb470e1a4ea
7759,7760,Jonathan Brookins,b0a6124751a56bc4
11064,11065,Jonathan Goulet,fb1538b46877a695
409,410,Jonathan Martinez,f2477cf43c4975cc
4629,4630,Jonathan Meunier,5823ceab56741617
282,283,Jonathan Pearce,87c0b1c696ddfb43
11224,11225,Jonathan Wiezorek,60884f31ead1609c
4652,4653,Jonathan Wilson,cd01f0b768a32475
5643,5644,Jonavin Webb,f40ec51dd4de47c3
1082,1083,Jordan Espinosa,215a70f073a7b726
778,779,Jordan Griffin,ebef46976554f975
2940,2941,Jordan Johnson,99bcdf5eac39898f
265,266,Jordan Leavitt,ac026518a9b4dc0f
3586,3587,Jordan Mein,2aa49b3766a59bcd
10363,10364,Jordan Radev,45bc8f98d62bd096
4673,4674,Jordan Rinaldi,c07efc18b231f170
462,463,Jordan Williams,e26bd53b751d61d9
305,306,Jordan Wright,c878270af633eb11
10873,10874,Jorge Gurgel,04d5718ed2661e8c
8171,8172,Jorge Lopez,ee624ee2a18f2a43
6371,6372,Jorge Masvidal,47b9e0e7703a4868
11675,11676,Jorge Patino,c8cca8f3de5be4b4
8923,8924,Jorge Rivera,cb46dface0e28a2c
