,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
743,09b91014bd88f815,Su Mudaerji,Andre Soukhamthath,Su Mudaerji,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,0,93 of 157,59%,103 of 168,1 of 1,100%,0,0,3:38,72 of 127,10 of 17,11 of 13,64 of 111,3 of 3,26 of 43,0,23 of 72,31%,27 of 76,0 of 3,0%,0,0,1:27,13 of 55,4 of 9,6 of 8,20 of 64,2 of 4,1 of 4
744,5ff390f7bbf2bec8,Da-Un Jung,Khadis Ibragimov,Da-Un Jung,False,Light Heavyweight, Submission ,3,1:59,3 Rnd (5-5-5),Leon Roberts,0,81 of 190,42%,86 of 195,0 of 1,0%,1,0,0:05,69 of 176,12 of 14,0 of 0,69 of 177,12 of 13,0 of 0,0,88 of 167,52%,95 of 175,1 of 6,16%,0,0,3:10,83 of 161,4 of 5,1 of 1,70 of 137,18 of 30,0 of 0
745,060dfbc982c6c4ef,Damir Ismagulov,Thiago Moises,Damir Ismagulov,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,1,71 of 188,37%,73 of 191,0 of 5,0%,0,0,1:16,28 of 132,21 of 34,22 of 22,58 of 168,2 of 3,11 of 17,0,36 of 114,31%,37 of 115,0 of 3,0%,0,0,0:24,16 of 88,7 of 10,13 of 16,32 of 110,4 of 4,0 of 0
746,2e001d8c2f6106fc,Heili Alateng,Batgerel Danaa,Heili Alateng,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,0,36 of 89,40%,63 of 133,3 of 7,42%,0,0,2:51,35 of 88,1 of 1,0 of 0,33 of 86,0 of 0,3 of 3,0,85 of 230,36%,119 of 269,0 of 1,0%,0,0,0:06,74 of 202,6 of 17,5 of 11,68 of 202,5 of 11,12 of 17
747,a072be4f806d360f,Karol Rosa,Lara Procopio,Karol Rosa,False,Women's Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Thomas Fan,1,171 of 351,48%,177 of 358,0 of 0,---,0,0,1:04,108 of 266,11 of 16,52 of 69,159 of 333,7 of 11,5 of 7,0,165 of 290,56%,169 of 294,0 of 5,0%,0,0,0:22,122 of 244,13 of 15,30 of 31,158 of 281,7 of 9,0 of 0
748,6921344f8e706d0f,Daniel Cormier,Stipe Miocic,Stipe Miocic,True,UFC Heavyweight Title, KO/TKO ,4,4:09,5 Rnd (5-5-5-5-5),Herb Dean,0,181 of 263,68%,230 of 317,1 of 3,33%,0,0,3:01,162 of 243,9 of 9,10 of 11,139 of 209,21 of 27,21 of 27,1,123 of 229,53%,135 of 244,1 of 3,33%,0,0,1:31,86 of 188,27 of 30,10 of 11,102 of 195,19 of 28,2 of 6
749,f2ce79565c0820dd,Anthony Pettis,Nate Diaz,Nate Diaz,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,0,69 of 133,51%,86 of 153,0 of 0,---,1,2,1:49,54 of 111,10 of 12,5 of 10,46 of 102,20 of 27,3 of 4,1,114 of 201,56%,205 of 306,1 of 1,100%,0,1,5:58,94 of 172,16 of 23,4 of 6,51 of 109,43 of 63,20 of 29
750,3e16a71836e85212,Yoel Romero,Paulo Costa,Paulo Costa,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,1,125 of 284,44%,125 of 284,1 of 4,25%,0,0,0:13,96 of 244,11 of 20,18 of 20,118 of 276,7 of 8,0 of 0,1,118 of 213,55%,118 of 213,0 of 0,---,0,0,0:06,67 of 148,46 of 58,5 of 7,110 of 202,5 of 5,3 of 6
751,ea43a5fe4ff9a3c4,Gabriel Benitez,Sodiq Yusuff,Sodiq Yusuff,False,Featherweight, KO/TKO ,1,4:14,3 Rnd (5-5-5),Herb Dean,0,24 of 72,33%,24 of 72,0 of 0,---,0,0,0:00,11 of 55,4 of 8,9 of 9,24 of 72,0 of 0,0 of 0,1,34 of 79,43%,34 of 79,0 of 0,---,0,0,0:04,25 of 70,4 of 4,5 of 5,30 of 71,0 of 1,4 of 7
752,2eb56023c4a54504,Derek Brunson,Ian Heinisch,Derek Brunson,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,0,81 of 185,43%,102 of 207,2 of 10,20%,0,0,2:12,51 of 142,26 of 37,4 of 6,69 of 170,7 of 9,5 of 6,0,58 of 143,40%,65 of 150,0 of 8,0%,0,0,0:00,37 of 114,16 of 23,5 of 6,49 of 130,8 of 12,1 of 1
753,2671de30a1736f51,Devonte Smith,Khama Worthy,Khama Worthy,False,Lightweight, KO/TKO ,1,4:15,3 Rnd (5-5-5),Jason Herzog,0,15 of 27,55%,15 of 27,0 of 0,---,0,0,0:00,3 of 13,2 of 3,10 of 11,15 of 27,0 of 0,0 of 0,1,21 of 51,41%,21 of 51,0 of 0,---,0,0,0:02,9 of 30,2 of 5,10 of 16,18 of 46,0 of 0,3 of 5
754,fba7d6a42f137938,Raphael Assuncao,Cory Sandhagen,Cory Sandhagen,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,0,45 of 81,55%,65 of 103,4 of 6,66%,0,0,2:11,15 of 50,20 of 20,10 of 11,30 of 65,12 of 13,3 of 3,0,62 of 116,53%,78 of 135,0 of 1,0%,0,1,3:46,23 of 67,16 of 21,23 of 28,55 of 108,3 of 4,4 of 4
755,25e1d17d072227c6,Christos Giagos,Drakkar Klose,Drakkar Klose,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),George Allen,0,87 of 155,56%,113 of 186,2 of 5,40%,1,0,3:19,55 of 117,29 of 33,3 of 5,69 of 127,16 of 23,2 of 5,0,99 of 160,61%,159 of 223,2 of 7,28%,0,0,3:43,56 of 114,29 of 30,14 of 16,39 of 93,38 of 40,22 of 27
756,29de6ddc42a2e674,Manny Bermudez,Casey Kenney,Casey Kenney,False,Catch Weight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,0,37 of 59,62%,59 of 83,3 of 4,75%,0,1,6:10,29 of 47,8 of 12,0 of 0,22 of 43,2 of 2,13 of 14,0,43 of 69,62%,56 of 85,2 of 2,100%,1,1,5:17,21 of 42,10 of 14,12 of 13,26 of 49,6 of 7,11 of 13
757,8ebd6e9d41a51e31,Hannah Cifers,Jodie Esquibel,Hannah Cifers,False,Women's Strawweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,70 of 164,42%,112 of 207,1 of 1,100%,1,0,0:11,39 of 123,12 of 16,19 of 25,61 of 147,7 of 14,2 of 3,0,43 of 130,33%,69 of 157,3 of 8,37%,0,0,3:15,29 of 110,14 of 20,0 of 0,36 of 114,5 of 13,2 of 3
758,445d0d44091b902a,Kyung Ho Kang,Brandon Davis,Kyung Ho Kang,False,Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),George Allen,1,50 of 101,49%,120 of 180,3 of 6,50%,0,0,6:21,46 of 96,1 of 1,3 of 4,42 of 89,0 of 0,8 of 12,0,77 of 187,41%,114 of 231,1 of 1,100%,0,0,0:24,32 of 126,17 of 20,28 of 41,62 of 163,4 of 6,11 of 18
759,51f955029dbf6978,Sabina Mazo,Shana Dobson,Sabina Mazo,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,0,108 of 171,63%,170 of 250,4 of 4,100%,0,0,10:49,49 of 98,50 of 60,9 of 13,44 of 85,38 of 55,26 of 31,0,33 of 99,33%,102 of 176,0 of 0,---,0,0,0:05,19 of 75,11 of 18,3 of 6,14 of 71,15 of 23,4 of 5
760,9d80bd1f92d23dfa,Valentina Shevchenko,Liz Carmouche,Valentina Shevchenko,True,UFC Women's Flyweight Title, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,0,42 of 115,36%,84 of 159,1 of 1,100%,0,0,7:50,16 of 73,4 of 12,22 of 30,38 of 106,1 of 1,3 of 8,0,18 of 76,23%,132 of 191,0 of 4,0%,0,0,0:00,1 of 40,4 of 7,13 of 29,17 of 75,1 of 1,0 of 0
761,7feadf01c5920285,Vicente Luque,Mike Perry,Vicente Luque,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,0,84 of 179,46%,85 of 180,0 of 0,---,1,0,0:00,43 of 125,6 of 9,35 of 45,83 of 178,1 of 1,0 of 0,0,87 of 175,49%,116 of 204,0 of 2,0%,0,0,3:20,56 of 135,11 of 17,20 of 23,75 of 157,12 of 18,0 of 0
762,aef94727eb3897df,Eduardo Garagorri,Humberto Bandenay,Eduardo Garagorri,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,0,65 of 115,56%,69 of 120,1 of 1,100%,0,0,2:09,46 of 84,11 of 21,8 of 10,51 of 99,8 of 10,6 of 6,0,32 of 71,45%,59 of 98,4 of 10,40%,0,0,3:33,23 of 62,9 of 9,0 of 0,26 of 65,6 of 6,0 of 0
763,f7cce33f6563dd72,Volkan Oezdemir,Ilir Latifi,Volkan Oezdemir,False,Light Heavyweight, KO/TKO ,2,4:31,3 Rnd (5-5-5),Keith Peterson,2,64 of 137,46%,92 of 166,0 of 0,---,0,0,0:25,44 of 114,11 of 14,9 of 9,47 of 110,12 of 20,5 of 7,0,18 of 60,30%,20 of 62,1 of 5,20%,0,0,1:06,16 of 54,2 of 6,0 of 0,17 of 56,1 of 4,0 of 0
764,8da94b2c1c0443d4,Rodolfo Vieira,Oskar Piechota,Rodolfo Vieira,False,Middleweight, Submission ,2,4:26,3 Rnd (5-5-5),Osiris Maia,0,18 of 39,46%,37 of 62,3 of 7,42%,1,0,5:30,16 of 36,1 of 2,1 of 1,5 of 16,1 of 1,12 of 22,0,22 of 43,51%,51 of 76,0 of 0,---,0,0,0:00,19 of 36,3 of 7,0 of 0,8 of 27,12 of 14,2 of 2
765,4dd3035430a5ed43,Enrique Barzola,Bobby Moffett,Enrique Barzola,False,Featherweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Fernando Portella,0,83 of 239,34%,88 of 244,3 of 7,42%,0,0,0:39,51 of 199,24 of 32,8 of 8,82 of 235,1 of 4,0 of 0,0,90 of 236,38%,98 of 247,0 of 1,0%,0,0,0:24,56 of 188,21 of 32,13 of 16,88 of 231,2 of 5,0 of 0
766,1019f2a9c012e949,Gilbert Burns,Aleksei Kunchenko,Gilbert Burns,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,42 of 83,50%,63 of 107,3 of 7,42%,0,0,6:58,22 of 54,8 of 15,12 of 14,31 of 66,1 of 2,10 of 15,0,47 of 102,46%,115 of 172,0 of 1,0%,0,0,0:28,20 of 63,7 of 17,20 of 22,33 of 85,11 of 12,3 of 5
767,1d8a86d37c7ef3d3,Ciryl Gane,Raphael Pessoa,Ciryl Gane,False,Heavyweight, Submission ,1,4:12,3 Rnd (5-5-5),Eduardo Herdy,0,15 of 22,68%,20 of 28,0 of 1,0%,1,0,0:33,7 of 13,4 of 5,4 of 4,14 of 19,1 of 1,0 of 2,0,7 of 41,17%,9 of 43,0 of 2,0%,0,0,0:01,5 of 36,2 of 3,0 of 2,6 of 37,1 of 4,0 of 0
768,d93b589bcec80ffe,Tecia Torres,Marina Rodriguez,Marina Rodriguez,False,Women's Strawweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,0,41 of 108,37%,58 of 126,0 of 7,0%,0,0,1:28,17 of 70,17 of 26,7 of 12,29 of 89,12 of 19,0 of 0,0,84 of 167,50%,98 of 186,1 of 4,25%,1,0,2:24,31 of 91,36 of 51,17 of 25,44 of 123,39 of 43,1 of 1
769,cb4dd24535ef2d94,Rogerio Bontorin,Raulian Paiva,Rogerio Bontorin,False,Flyweight, TKO - Doctor's Stoppage ,1,2:56,3 Rnd (5-5-5),Osiris Maia,0,8 of 15,53%,8 of 16,2 of 5,40%,0,0,1:19,6 of 13,0 of 0,2 of 2,7 of 14,1 of 1,0 of 0,0,3 of 15,20%,7 of 19,0 of 0,---,0,0,0:00,3 of 14,0 of 1,0 of 0,3 of 15,0 of 0,0 of 0
770,4c489b3c9d14cbc9,Geraldo de Freitas,Chris Gutierrez,Chris Gutierrez,False,Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,0,40 of 112,35%,57 of 134,2 of 7,28%,0,0,2:08,26 of 95,10 of 12,4 of 5,38 of 110,2 of 2,0 of 0,0,48 of 86,55%,49 of 87,1 of 2,50%,0,1,2:56,18 of 46,6 of 7,24 of 33,40 of 75,2 of 2,6 of 9
771,975159720cfd0103,Kazula Vargas,Alex Da Silva,Alex Da Silva,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,0,20 of 42,47%,59 of 92,0 of 1,0%,0,1,0:18,16 of 37,2 of 3,2 of 2,13 of 34,0 of 0,7 of 8,0,17 of 39,43%,88 of 130,3 of 4,75%,0,0,12:01,14 of 35,1 of 2,2 of 2,7 of 28,1 of 1,9 of 10
772,494042bf96730bc0,Veronica Macedo,Polyana Viana,Veronica Macedo,False,Women's Flyweight, Submission ,1,1:09,3 Rnd (5-5-5),Keith Peterson,0,1 of 1,100%,1 of 1,0 of 0,---,1,1,0:04,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,0,1 of 3,33%,1 of 3,1 of 1,100%,0,0,0:43,0 of 1,1 of 2,0 of 0,1 of 3,0 of 0,0 of 0
773,e139628170777bef,Colby Covington,Robbie Lawler,Colby Covington,False,Welterweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,0,179 of 515,34%,201 of 541,10 of 18,55%,0,0,8:43,128 of 454,20 of 28,31 of 33,154 of 477,25 of 38,0 of 0,0,78 of 167,46%,82 of 171,0 of 0,---,0,0,0:00,61 of 144,10 of 16,7 of 7,66 of 152,12 of 15,0 of 0
774,e96d929f8207a3e0,Jim Miller,Clay Guida,Jim Miller,False,Lightweight, Submission ,1,0:58,3 Rnd (5-5-5),Herb Dean,0,2 of 8,25%,2 of 8,0 of 0,---,1,0,0:00,1 of 7,0 of 0,1 of 1,2 of 8,0 of 0,0 of 0,0,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:11,1 of 4,0 of 0,1 of 1,2 of 5,0 of 0,0 of 0
775,dbbd17b6995f014b,Joaquim Silva,Nasrat Haqparast,Nasrat Haqparast,False,Lightweight, KO/TKO ,2,0:36,3 Rnd (5-5-5),Keith Peterson,0,15 of 56,26%,15 of 56,0 of 0,---,0,0,0:00,0 of 35,6 of 11,9 of 10,15 of 56,0 of 0,0 of 0,1,21 of 38,55%,21 of 38,0 of 0,---,0,0,0:03,18 of 33,2 of 4,1 of 1,12 of 29,0 of 0,9 of 9
776,dc49373c52eedaa3,Trevin Giles,Gerald Meerschaert,Gerald Meerschaert,False,Middleweight, Submission ,3,1:49,3 Rnd (5-5-5),Herb Dean,0,8 of 15,53%,27 of 38,1 of 1,100%,0,1,4:16,8 of 13,0 of 2,0 of 0,2 of 9,1 of 1,5 of 5,0,6 of 19,31%,31 of 55,1 of 3,33%,1,2,5:30,3 of 16,2 of 2,1 of 1,4 of 13,0 of 0,2 of 6
777,1d9f862a47540785,Scott Holtzman,Dong Hyun Ma,Scott Holtzman,False,Lightweight, TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Gasper Oliver,1,44 of 92,47%,55 of 108,1 of 2,50%,0,0,4:54,37 of 77,2 of 2,5 of 13,33 of 72,5 of 5,6 of 15,0,16 of 58,27%,20 of 62,1 of 3,33%,0,0,0:35,13 of 54,2 of 2,1 of 2,15 of 57,1 of 1,0 of 0
778,cd6b799ec79c489a,Darko Stosic,Kennedy Nzechukwu,Kennedy Nzechukwu,False,Light Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,0,60 of 134,44%,63 of 137,4 of 10,40%,0,0,2:09,21 of 80,7 of 9,32 of 45,48 of 111,10 of 20,2 of 3,0,50 of 123,40%,50 of 123,0 of 0,---,0,0,0:00,38 of 102,10 of 18,2 of 3,47 of 120,0 of 0,3 of 3
779,f4bd11655adeb078,Mickey Gall,Salim Touahri,Mickey Gall,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,0,50 of 117,42%,66 of 136,1 of 7,14%,0,0,5:01,41 of 103,3 of 8,6 of 6,24 of 82,18 of 26,8 of 9,0,48 of 96,50%,65 of 118,0 of 3,0%,0,0,1:44,23 of 64,20 of 25,5 of 7,32 of 68,9 of 15,7 of 13
780,326de7f7ec9e7035,Antonina Shevchenko,Lucie Pudilova,Antonina Shevchenko,False,Women's Flyweight, Submission ,2,1:20,3 Rnd (5-5-5),Liam Kerrigan,0,16 of 23,69%,36 of 44,0 of 0,---,3,0,1:54,3 of 6,9 of 13,4 of 4,1 of 3,15 of 20,0 of 0,0,6 of 16,37%,12 of 24,1 of 5,20%,0,0,2:17,3 of 12,3 of 4,0 of 0,0 of 8,5 of 7,1 of 1
781,60162c95d921d1ae,Jordan Espinosa,Matt Schnell,Matt Schnell,False,Flyweight, Submission ,1,1:23,3 Rnd (5-5-5),Gasper Oliver,0,5 of 6,83%,5 of 6,0 of 1,0%,0,0,0:25,2 of 3,0 of 0,3 of 3,5 of 6,0 of 0,0 of 0,0,3 of 12,25%,3 of 12,0 of 0,---,1,0,0:00,2 of 11,0 of 0,1 of 1,3 of 12,0 of 0,0 of 0
782,e3acb789f7dcd34c,Lauren Murphy,Mara Romero Borella,Lauren Murphy,False,Women's Flyweight, KO/TKO ,3,1:46,3 Rnd (5-5-5),Liam Kerrigan,1,24 of 123,19%,35 of 144,0 of 1,0%,0,0,2:16,20 of 117,3 of 5,1 of 1,17 of 112,3 of 6,4 of 5,0,22 of 72,30%,35 of 87,1 of 3,33%,0,0,0:46,16 of 62,0 of 0,6 of 10,22 of 72,0 of 0,0 of 0
783,f6ab2eec90980ac0,Claudio Silva,Cole Williams,Claudio Silva,False,Welterweight, Submission ,1,2:35,3 Rnd (5-5-5),Gary Copeland,0,32 of 37,86%,32 of 38,1 of 1,100%,1,0,1:24,25 of 29,5 of 6,2 of 2,8 of 12,1 of 1,23 of 24,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,2 of 5,0 of 1,0 of 0,2 of 6,0 of 0,0 of 0
784,94560d1dc6248347,Miranda Granger,Hannah Goldy,Miranda Granger,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,61 of 143,42%,77 of 162,0 of 0,---,0,0,0:05,31 of 91,8 of 12,22 of 40,47 of 117,14 of 26,0 of 0,0,55 of 166,33%,58 of 170,0 of 0,---,0,0,1:30,20 of 102,20 of 34,15 of 30,43 of 145,12 of 21,0 of 0
785,c4704eab5e2f51b8,Max Holloway,Frankie Edgar,Max Holloway,True,UFC Featherweight Title, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,0,129 of 328,39%,131 of 330,0 of 0,---,0,0,0:00,109 of 295,20 of 33,0 of 0,120 of 319,8 of 8,1 of 1,0,96 of 264,36%,96 of 264,1 of 15,6%,0,0,1:46,57 of 195,21 of 48,18 of 21,93 of 252,2 of 10,1 of 2
786,240e9389cca3bd18,Cristiane Justino,Felicia Spencer,Cristiane Justino,False,Women's Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,0,122 of 216,56%,138 of 234,0 of 0,---,0,0,1:52,59 of 147,43 of 48,20 of 21,81 of 160,34 of 42,7 of 14,0,38 of 85,44%,64 of 115,0 of 8,0%,0,0,3:34,21 of 64,9 of 13,8 of 8,31 of 70,3 of 9,4 of 6
787,e186bd5e556f1b5e,Geoff Neal,Niko Price,Geoff Neal,False,Welterweight, KO/TKO ,2,2:39,3 Rnd (5-5-5),Dan Miragliotta,0,41 of 61,67%,53 of 73,2 of 4,50%,0,0,3:37,41 of 60,0 of 1,0 of 0,8 of 18,6 of 8,27 of 35,1,24 of 57,42%,42 of 79,0 of 2,0%,0,1,0:54,15 of 41,7 of 14,2 of 2,14 of 39,6 of 8,4 of 10
788,7ed98f8d1ffae082,Olivier Aubin-Mercier,Arman Tsarukyan,Arman Tsarukyan,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,23 of 48,47%,36 of 61,0 of 3,0%,0,0,1:01,14 of 34,8 of 12,1 of 2,17 of 41,1 of 1,5 of 6,0,47 of 105,44%,110 of 174,2 of 11,18%,0,0,7:53,28 of 77,11 of 18,8 of 10,20 of 68,5 of 8,22 of 29
789,dbca9f6bb7290c0d,Marc-Andre Barriault,Krzysztof Jotko,Krzysztof Jotko,False,Middleweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,39 of 77,50%,62 of 102,1 of 3,33%,0,0,2:16,18 of 51,11 of 16,10 of 10,18 of 52,21 of 25,0 of 0,0,40 of 117,34%,98 of 181,1 of 7,14%,0,1,4:49,20 of 92,17 of 22,3 of 3,19 of 85,21 of 32,0 of 0
790,dfa2fda311df08cf,Alexis Davis,Viviane Araujo,Viviane Araujo,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,0,68 of 137,49%,134 of 213,0 of 4,0%,0,1,3:46,33 of 88,20 of 33,15 of 16,53 of 110,6 of 15,9 of 12,0,67 of 148,45%,79 of 162,2 of 2,100%,0,0,1:00,52 of 128,12 of 17,3 of 3,64 of 145,2 of 2,1 of 1
791,10b31e991c2d0d4e,Hakeem Dawodu,Yoshinori Horie,Hakeem Dawodu,False,Featherweight, KO/TKO ,3,4:09,3 Rnd (5-5-5),Kyle Cardinal,1,80 of 154,51%,89 of 166,0 of 0,---,0,0,1:19,42 of 95,27 of 44,11 of 15,38 of 99,42 of 55,0 of 0,0,39 of 79,49%,41 of 81,0 of 1,0%,0,0,0:02,24 of 62,7 of 8,8 of 9,35 of 68,4 of 11,0 of 0
792,25c4013fc187762a,Gavin Tucker,SeungWoo Choi,Gavin Tucker,False,Featherweight, Submission ,3,3:17,3 Rnd (5-5-5),Marc Goddard,0,37 of 62,59%,49 of 77,5 of 13,38%,2,1,6:05,21 of 40,7 of 11,9 of 11,24 of 45,5 of 7,8 of 10,0,23 of 96,23%,42 of 116,2 of 2,100%,0,0,0:49,11 of 74,12 of 21,0 of 1,13 of 80,10 of 16,0 of 0
793,bc1787883f9328be,Alexandre Pantoja,Deiveson Figueiredo,Deiveson Figueiredo,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,61 of 151,40%,68 of 160,2 of 10,20%,0,0,1:14,41 of 122,9 of 14,11 of 15,48 of 131,13 of 19,0 of 1,1,67 of 113,59%,71 of 117,2 of 3,66%,0,0,1:52,53 of 98,12 of 13,2 of 2,46 of 78,11 of 19,10 of 16
794,68c77a11b2d308dd,Gillian Robertson,Sarah Frota,Gillian Robertson,False,Women's Flyweight, KO/TKO ,2,4:13,3 Rnd (5-5-5),Kyle Cardinal,0,29 of 42,69%,51 of 64,2 of 3,66%,0,0,7:52,24 of 37,2 of 2,3 of 3,7 of 11,0 of 0,22 of 31,0,9 of 20,45%,33 of 46,0 of 0,---,0,0,0:00,8 of 19,1 of 1,0 of 0,3 of 8,0 of 0,6 of 12
795,d47fd8fc3886f86c,Erik Koch,Kyle Stewart,Erik Koch,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,37 of 63,58%,67 of 99,4 of 11,36%,0,0,9:00,30 of 53,7 of 10,0 of 0,16 of 37,5 of 7,16 of 19,0,23 of 64,35%,68 of 119,0 of 8,0%,0,0,2:15,13 of 45,3 of 9,7 of 10,19 of 57,4 of 7,0 of 0
796,816662e622987a14,Rafael Dos Anjos,Leon Edwards,Leon Edwards,False,Welterweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,0,81 of 169,47%,129 of 219,0 of 5,0%,0,0,2:23,41 of 115,17 of 25,23 of 29,81 of 168,0 of 1,0 of 0,0,92 of 215,42%,113 of 244,3 of 10,30%,0,0,7:17,72 of 189,14 of 20,6 of 6,77 of 195,12 of 14,3 of 6
797,15ce105716441c54,Aleksei Oleinik,Walt Harris,Walt Harris,False,Heavyweight, KO/TKO ,1,0:12,3 Rnd (5-5-5),Jacob Montalvo,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:00,0 of 1,1 of 1,0 of 1,1 of 3,0 of 0,0 of 0,1,4 of 7,57%,4 of 7,0 of 0,---,0,0,0:01,2 of 5,2 of 2,0 of 0,2 of 5,0 of 0,2 of 2
798,88b1d4f951070f83,Greg Hardy,Juan Adams,Greg Hardy,False,Heavyweight, KO/TKO ,1,0:45,3 Rnd (5-5-5),Dan Miragliotta,0,36 of 38,94%,36 of 38,0 of 0,---,0,0,0:17,35 of 36,1 of 2,0 of 0,5 of 7,0 of 0,31 of 31,0,3 of 7,42%,3 of 7,0 of 1,0%,0,0,0:00,3 of 7,0 of 0,0 of 0,3 of 7,0 of 0,0 of 0
799,9d6b46a3cf5ec494,James Vick,Dan Hooker,Dan Hooker,False,Lightweight, KO/TKO ,1,2:33,3 Rnd (5-5-5),Kerry Hatley,0,7 of 23,30%,7 of 23,0 of 0,---,0,0,0:00,2 of 16,0 of 1,5 of 6,7 of 23,0 of 0,0 of 0,1,22 of 41,53%,22 of 41,0 of 0,---,0,0,0:03,13 of 24,0 of 3,9 of 14,19 of 38,0 of 0,3 of 3
800,c92308bbd6107b11,Alexander Hernandez,Francisco Trinaldo,Alexander Hernandez,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Collazo,0,25 of 91,27%,26 of 92,0 of 1,0%,0,0,0:20,9 of 53,13 of 33,3 of 5,25 of 90,0 of 0,0 of 1,0,25 of 52,48%,28 of 55,0 of 0,---,0,0,0:00,13 of 33,11 of 18,1 of 1,24 of 51,1 of 1,0 of 0
801,f065dc596a08a258,Andrei Arlovski,Ben Rothwell,Andrei Arlovski,False,Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,0,152 of 263,57%,160 of 272,0 of 0,---,0,0,0:51,103 of 204,34 of 43,15 of 16,152 of 263,0 of 0,0 of 0,0,70 of 177,39%,75 of 183,0 of 1,0%,0,0,2:14,55 of 155,9 of 16,6 of 6,70 of 176,0 of 1,0 of 0
802,96d33e46267d4eaf,Alex Caceres,Steven Peterson,Alex Caceres,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,94 of 197,47%,95 of 198,0 of 0,---,0,0,0:00,63 of 154,27 of 39,4 of 4,91 of 194,3 of 3,0 of 0,0,67 of 218,30%,87 of 241,2 of 2,100%,0,0,2:38,41 of 171,13 of 32,13 of 15,65 of 214,0 of 0,2 of 4
