,fighter_name,id
2120,Taila Santos,f7467152fd9f18a2
2121,Thiago Alves,31ee470ef5dc8d7f
2122,Max Griffin,b0d6a1d8ac3d563d
2123,Junior Albini,c482c8605455a213
2124,Jairzinho Rozenstruik,2cd428e9606856fd
2125,Geraldo de Freitas,9cfbfae5fa1fdd93
2126,Felipe Colares,dbac0a413af64bbe
2127,Ricardo Ramos,1ae8f3c723aacff4
2128,Said Nurmagomedov,0fd5f4b838e890cc
2129,Bibulatov Magomed,87f19d19f4cb73f8
2130,Rogerio Bontorin,07a2bdaa0afdd831
2131,Henry Cejudo,056c493bbd76a918
2132,TJ Dillashaw,c849740a3ff51931
2133,Greg Hardy,85073dbd1be65ed9
2134,Allen Crowder,a9d6e047ce48ab63
2135,Gregor Gillespie,84ff027394f7e470
2136,Yancy Medeiros,813550bc53b15fb0
2137,Joseph Benavidez,80eacd4da0617c57
2138,Dustin Ortiz,f53c1f4ceeed8c08
2139,Paige VanZant,4d5197f331c47290
2140,Rachael Ostovich,01784fbc27c68b14
2141,Glover Teixeira,7ff97850e8c32bda
2142,Karl Roberson,37d5b176d438d2a5
2143,Alexander Hernandez,262a7d06203657e6
2144,Donald Cerrone,1d00756835ca67c9
2145,Joanne Calderwood,12f91bfa8f1f723b
2146,Ariane Lipski,6551c64fbcd1a467
2147,Alonzo Menifield,a495f599e787614f
2148,Vinicius Moreira,acb36c908d415c4a
2149,Cory Sandhagen,65f09bacd3957381
2150,Mario Bautista,bc711b6dd95c1af6
2151,Dennis Bermudez,6f242453c91a5af0
2152,Te Edwards,ef44e4ea9050f2ea
2153,Belal Muhammad,b1b0729d27936f2f
2154,Geoff Neal,b997be68943010fc
2155,Kyle Stewart,bb61823f76361297
2156,Chance Rencountre,1ddb480b601cefb1
2157,Jon Jones,07f72a2a7591b409
2158,Alexander Gustafsson,3c6976f8182d9527
2159,Cristiane Justino,634bb0de2eb043b4
2160,Amanda Nunes,80fa8218c99f9c58
2161,Carlos Condit,f9f07bb5a43535ed
2162,Michael Chiesa,c58f51dedb310998
2163,Ilir Latifi,e9a3aeb207578eea
2164,Corey Anderson,5e4eec08896c9423
2165,Chad Mendes,b5b684eac99ae0a3
2166,Alexander Volkanovski,e1248941344b3288
2167,Andrei Arlovski,3738e68d2261e60f
2168,Walt Harris,03f982ca3735070c
2169,Cat Zingano,3ecd936bd8814108
2170,Megan Anderson,a0e75f4a13eb73f1
2171,Douglas Silva de Andrade,3a314d9fa7c6825d
2172,Petr Yan,d661ce4da776fc20
2173,BJ Penn,73c7cfa551289285
2174,Ryan Hall,8866c6f509c19089
2175,Nathaniel Wood,329e403448756217
2176,Andre Ewell,5f6f049d54728e88
2177,Uriah Hall,65578a75fa7900e3
2178,Bevon Lewis,899923ff6ab13917
2179,Curtis Millender,f1928a52590c5532
2180,Siyar Bahadurzada,aec185309b4843d0
2181,Brian Kelleher,7be14eaed4c74856
2182,Montel Jackson,cc1a8b4b38b92c6d
2183,Kevin Lee,ee9ebceabfd16fa7
2184,Al Iaquinta,59279a7c978f7da0
2185,Edson Barboza,64a50dad704d1d49
2186,Dan Hooker,193b9d1858bc4df3
2187,Rob Font,05339613bf8e9808
2188,Sergio Pettis,de75d1c45a39e221
2189,Jim Miller,d1941565abf50b16
2190,Charles Oliveira,07225ba28ae309b6
2191,Zak Ottow,47cd337b86b1af92
2192,Dwight Grant,8be158ca1e5ea6a0
2193,Bobby Green,887961364be5ceb3
2194,Drakkar Klose,7cbf7c78d3b34218
2195,Jared Gordon,7026eca45f65377b
2196,Joaquim Silva,ae7fe94f117f98cf
2197,Gerald Meerschaert,6ac9bc2953c47345
2198,Jack Hermansson,0a1942069c9ad6b6
2199,Trevor Smith,f797f0c57a83353e
2200,Zak Cummings,4ba8d454f762005d
2201,Dan Ige,82a5152216251682
2202,Jordan Griffin,ebef46976554f975
2203,Adam Milstead,72ffecf712673af1
2204,Mike Rodriguez,18b602842a24f7c5
2205,Chris de la Rocha,e51ee8ded927fc51
2206,Juan Adams,83b00f7597e5ac83
2207,Max Holloway,150ff4cc642270b9
2208,Brian Ortega,def8166ff24bd237
2209,Valentina Shevchenko,132deb59abae64b1
2210,Joanna Jedrzejczyk,3d6749c4267da18f
2211,Alex Oliveira,57b10fca4f9c9a7a
2212,Gunnar Nelson,fd55393021a8c255
2213,Hakeem Dawodu,2c9d00968f818270
2214,Kyle Bochniak,c5af5750e8bae4f0
2215,Jimi Manuwa,1e1dbd1cc5a7469e
2216,Thiago Santos,dea070ed4a2a8281
2217,Claudia Gadelha,ec34349e7dffcde7
2218,Nina Ansaroff,d343df8ba11f4c4e
2219,Olivier Aubin-Mercier,55ee431411ccf07a
2220,Gilbert Burns,23024fdfc966410a
2221,Katlyn Chookagian,e872e9a9a902c045
2222,Jessica Eye,f72465a784c1b084
2223,Elias Theodorou,34f88592c0ab7a54
2224,Eryk Anders,cad24459b28592ca
2225,Brad Katona,7b433309b0fd12aa
2226,Matthew Lopez,2fc7e9701642ca38
2227,Chad Laprise,c03a5022f8439f2a
2228,Dhiego Lima,e9213f53ddeca978
2229,Diego Ferreira,f53d4f21d1b5f2dc
2230,Kyle Nelson,31f8081c7600da93
2231,Devin Clark,cc7040fe76f0ef91
2232,Aleksandar Rakic,333b9e5c723ac873
2233,Junior Dos Santos,63def5a5662a6917
2234,Tai Tuivasa,c62fbc117d57b943
2235,Mauricio Rua,140745cbbcb023ac
2236,Tyson Pedro,49e96ff8ab781589
2237,Mark Hunt,eef9b891edbd4604
2238,Justin Willis,ce1e867808ef5fce
2239,Jake Matthews,a845f0735bc67405
2240,Anthony Rocco Martin,5331b25a60417ffb
2241,Suman Mokhtarian,192520689012c7e4
2242,Sodiq Yusuff,94426bb170c88115
2243,Jimmy Crute,70e1f8a821b72c8b
2244,Paul Craig,eabf206b162b3b83
2245,Yushin Okami,acff437707625fc7
2246,Aleksei Kunchenko,e2ccd9a9ace60de7
2247,Wilson Reis,5aedf14771ca82d2
2248,Ben Nguyen,840d2c82ea68b9aa
2249,Keita Nakamura,65ddc8a9ac4e8531
2250,Salim Touahri,cbf1c7ba5408a66f
2251,Elias Garcia,ac5a7400da3a9a41
2252,Kai Kara-France,853eb0dd5c0e2149
2253,Mizuto Hirota,35faad160d346839
2254,Christos Giagos,de45aaae23dfa392
2255,Alex Gorgees,803bebcfb6d6f506
2256,Damir Ismagulov,135d124172a0bea3
2257,Rafael Dos Anjos,6a2f7c151031653d
2258,Kamaru Usman,f1b2aa7853d1ed6e
2259,Juan Espino,ccf5dc41417e9daf
2260,Justin Frazier,78863e4a28204a6b
2261,Pannie Kianzad,91dac5e69e28d5b5
2262,Macy Chiasson,9cdd2da1a9104a0b
2263,Pedro Munhoz,6bd02119599741a4
2264,Bryan Caraway,5ef0088c1b19beeb
2265,Darren Stewart,a17ad5a5048e8c3f
2266,Edmen Shahbazyan,4144798612ef96e5
2267,Ji Yeon Kim,a20f234df70f2182
2268,Antonina Shevchenko,d7338bcb141abd2c
2269,Rick Glenn,814ff3018127e8fc
2270,Kevin Aguilar,cf946e03ba2e7666
2271,Joseph Benavidez,80eacd4da0617c57
2272,Alex Perez,ab2b4ff41d6ebe0f
2273,Maurice Greene,068f8a189a47fea6
2274,Michel Batista,34218661c44ed55d
2275,Julija Stoliarenko,a78a87d8c2bbb1cb
2276,Leah Letson,8cb78f3a6c2a08f7
2277,Roosevelt Roberts,37c5366d18ed6c05
2278,Darrell Horcher,18e8b7070228e728
2279,Tim Means,4b47e71384a9522f
2280,Ricky Rainey,9b1e3fb4f8cbd5b7
2281,Raoni Barcelos,b9f28e7045fdfce7
2282,Chris Gutierrez,45f0cc9d18f35137
2283,Curtis Blaydes,fa6796c55d6c5440
2284,Francis Ngannou,8d03ce87ca14e778
2285,Alistair Overeem,b4ad3a06ee4d660c
2286,Sergei Pavlovich,f14cf73e51b29254
2287,Song Yadong,efb96bf3e9ada36f
2288,Vince Morales,37098a6e6c27fb66
2289,Li Jingliang,e64b96c07d7ce999
2290,David Zawada,3bb2dc8e87b10a46
2291,Song Kenan,32490e80ddab1e5a
2292,Alex Morono,cdb96af67d096b1e
2293,Wu Yanan,fdbefee0827e1567
2294,Lauren Mueller,f923e012414c883e
2295,Hu Yaozong,f1175ea3aafbf351
2296,Rashad Coulter,d1528ac5675558b1
2297,Zhang Weili,1ebe20ebbfa15e29
2298,Jessica Aguilar,8f382b3baa954d2a
2299,Pingyuan Liu,31bbd39c0a075d4e
2300,Martin Day,ea3dcc417c322064
2301,Yan Xiaonan,c41d426cc7326d1b
2302,Syuri Kondo,a851c35f58199231
2303,Kevin Holland,3a46b268013afede
2304,John Phillips,e9ac7bfb65c25497
2305,Su Mudaerji,3cf18e01cb6cbde3
2306,Louis Smolka,d2bc285ead803db0
2307,Neil Magny,84b3e7d38f2d2ec5
2308,Santiago Ponzinibbio,6d1bffff14897645
2309,Ricardo Lamas,3974fa35c917af1d
2310,Darren Elkins,92a9aa9c93192871
2311,Khalil Rountree Jr.,749f572d1d3161fb
2312,Johnny Walker,c21f26bbde777573
2313,Cezar Ferreira,dbc17725b887860a
2314,Ian Heinisch,2e585c701f72fe55
2315,Guido Cannetti,d05412b513b19621
2316,Marlon Vera,7c7332319c14094c
2317,Cynthia Calvillo,98215d037be5bcb7
2318,Poliana Botelho,5c126c6aac3ef364
2319,Michel Prazeres,e51fcd9cd84c0b93
2320,Bartosz Fabinski,e17ac6410c8377f4
2321,Alexandre Pantoja,a0f0004aadf10b71
2322,Yuta Sasaki,7c3c48cf54a2848e
2323,Humberto Bandenay,2c2caf2f2bab9df5
2324,Austin Arnett,bf0e700106d00e55
2325,Laureano Staropoli,a12a8314adc1c1c9
2326,Hector Aldana,c487223b0289bda9
2327,Devin Powell,065eb44700e641a4
2328,Jesus Pinedo,25af5e832f17b474
2329,Nad Narimani,776a58a67665a171
2330,Anderson Dos Santos,bbc9ab95fa766493
2331,Chan Sung Jung,c451d67c09c55418
2332,Yair Rodriguez,cbf5e6f231b55443
2333,Donald Cerrone,1d00756835ca67c9
2334,Mike Perry,f2b6fdb20675b11c
2335,Raquel Pennington,fc169c387b4b465d
2336,Germaine de Randamie,1d239d571e342453
2337,Beneil Dariush,08af939f41b5a57b
2338,Thiago Moises,d945aae53e3e54e6
2339,Maycee Barber,6a740daf1b279661
2340,Hannah Cifers,2244d9a2b64b8c3b
2341,Michael Trizano,5bf31a46becc1204
2342,Luis Pena,2844b047183a1adb
2343,Ashley Yoder,b4c6c904a9ffc5e8
2344,Amanda Cooper,d4a31850a7457f1b
2345,Chas Skelly,4bd6b4800070b069
2346,Bobby Moffett,d76ad9a08c4408ff
2347,Davi Ramos,0052de90691d4a93
2348,John Gunther,3956bdc8ab2e54b3
2349,Devonte Smith,207773daeb4afa7b
2350,Julian Erosa,902ec2cc48c8ae8a
2351,Joseph Morales,2fe9032955c2e013
2352,Eric Shelton,a0c64f272b65d441
2353,Mark De La Rosa,f57dd0bfa8c17813
2354,Joby Sanchez,b12fc8a41e82d3a2
2355,Daniel Cormier,d967f0128c323de6
2356,Derrick Lewis,d3df1add9d9a7efb
2357,Chris Weidman,3a8176e15b9887c1
2358,Jacare Souza,7a703c565ccaa18f
2359,David Branch,d2c55d1d2e67773b
2360,Jared Cannonier,13a0275fa13c4d26
2361,Karl Roberson,37d5b176d438d2a5
2362,Jack Marshman,045f25b3a4c08e81
2363,Derek Brunson,b1a3e0aca758b322
2364,Israel Adesanya,1338e2c7480bdf9e
2365,Jason Knight,bb1a2cdad6ff34db
2366,Jordan Rinaldi,c07efc18b231f170
2367,Sijara Eubanks,4234f0097c83fa62
2368,Roxanne Modafferi,4498b382c65a7faa
2369,Julio Arce,1291edf2d566a71a
2370,Sheymon Moraes,0d62719b1dcf7c40
2371,Lyman Good,4e0692ad070976e4
2372,Ben Saunders,484acc7b0f856ce9
2373,Matt Frevola,dccb63727f2f5f74
2374,Lando Vannata,f9b200db02b488d9
2375,Shane Burgos,98d961097baaf308
2376,Kurt Holobaugh,a7151778b3381036
2377,Adam Wieczorek,efa1f6b42c86793c
2378,Marcos Rogerio de Lima,ab943cd2c3c17825
2379,Volkan Oezdemir,0845c81e37d3bcb3
2380,Anthony Smith,d4c9dcd330403612
2381,Michael Johnson,511e82663651438d
2382,Artem Lobov,02f2a9702ba3d167
2383,Misha Cirkunov,67f272324a030d00
2384,Patrick Cummins,e51e5cb722bd47a8
2385,Andre Soukhamthath,d0e50a3d1b250708
2386,Jonathan Martinez,f2477cf43c4975cc
2387,Gian Villante,fcd448a2fe1a23cc
2388,Ed Herman,06f36cf4bd97ec77
2389,Alex Garcia,a2b12c3f3d60ff69
2390,Court McGee,523fa774700d7d3f
2391,Nordine Taleb,49858bf46dabf6fb
2392,Sean Strickland,0d8011111be000b2
2393,Thibault Gouti,51e86de150ee8be6
2394,Nasrat Haqparast,b7b84ccd221be298
2395,Calvin Kattar,751de04455cfaac0
2396,Chris Fishgold,bebb4ae55ac2bf6f
2397,Sarah Moras,539ed332b3078821
2398,Talita Bernardo,5b2325cd70dbe2ea
2399,Te Edwards,ef44e4ea9050f2ea
2400,Don Madge,68c7ad953455c73f
2401,Arjan Bhullar,7e511f8d842a109d
2402,Marcelo Golm,ac29d508d78384c9
2403,Stevie Ray,31a13532e724ca2b
2404,Jessin Ayari,6eaec40f724852f4
2405,Khabib Nurmagomedov,032cc3922d871c7f
2406,Conor McGregor,f4c49976c75c5ab2
2407,Tony Ferguson,22a92d7f62195791
2408,Anthony Pettis,cbb682f5fcc44bfc
2409,Ovince Saint Preux,50db8711c70196cd
2410,Dominick Reyes,2e19380f34871c6a
2411,Derrick Lewis,d3df1add9d9a7efb
2412,Alexander Volkov,279566840aa55bf2
2413,Michelle Waterson,eb04b9d31e938edb
2414,Felice Herrig,b6850671a008bf9a
2415,Sergio Pettis,de75d1c45a39e221
2416,Jussier Formiga,b102c26727306ab6
2417,Vicente Luque,6d4b63c767106d3a
2418,Jalin Turner,4d8fa64202cee4c1
2419,Aspen Ladd,d4691518d012b9e7
2420,Tonya Evinger,b12a1d19ee383b7c
2421,Scott Holtzman,df1eb4354d18a906
2422,Alan Patrick,cd7763bcadb5d4c8
2423,Lina Lansberg,2eeaefbfc7f9fcff
2424,Yana Kunitskaya,3143bf892608139a
2425,Gray Maynard,7d96bc577e5178b2
2426,Nik Lentz,6fb1ba67bef41b37
2427,Ryan LaFlare,4c7781da8c6cae93
2428,Anthony Rocco Martin,5331b25a60417ffb
2429,Thiago Santos,dea070ed4a2a8281
2430,Eryk Anders,cad24459b28592ca
2431,Alex Oliveira,57b10fca4f9c9a7a
2432,Carlo Pedersoli Jr.,198994b47f395af0
2433,Sam Alvey,d156513a19acf856
2434,Rogerio Nogueira,73e09f837f3b5ecc
2435,Renan Barao,2c99576fefe53c7c
2436,Andre Ewell,5f6f049d54728e88
2437,Randa Markos,4a57ebb14315b251
2438,Marina Rodriguez,cd2c4d30c6e13b47
2439,Charles Oliveira,07225ba28ae309b6
2440,Christos Giagos,de45aaae23dfa392
2441,Francisco Trinaldo,a8283a4f415e1eb9
2442,Evan Dunham,e5c9de15bb58b1c6
2443,Luis Henrique,e5bda12faabfc850
2444,Ryan Spann,a67f5afa8d6a1b80
2445,Augusto Sakai,441eacbe20e0e80b
2446,Chase Sherman,01b352b6a9074d5c
2447,Sergio Moraes,1bcaac2d99b90fce
2448,Ben Saunders,484acc7b0f856ce9
2449,Mayra Bueno Silva,cc8c623cca88f54f
2450,Gillian Robertson,38c7f72747f4f712
2451,Thales Leites,cfb65863d5099327
2452,Hector Lombard,db1f2ed63b54b9a7
2453,Elizeu Zaleski dos Santos,8adcbd525fab8d9b
2454,Luigi Vendramini,2f1a257d6777096d
2455,Livinha Souza,dab8cfbb6b1db10a
2456,Alex Chambers,26b63bc5c0c1f65d
2457,Mark Hunt,eef9b891edbd4604
2458,Aleksei Oleinik,98c23cb6da5b3352
2459,Jan Blachowicz,99df7d0a2a08a8a8
2460,Nikita Krylov,1091d4d957141094
2461,Andrei Arlovski,3738e68d2261e60f
2462,Shamil Abdurakhimov,2f5cbecbbe18bac4
2463,Aleksei Kunchenko,e2ccd9a9ace60de7
2464,Thiago Alves,31ee470ef5dc8d7f
2465,Khalid Murtazaliev,231cae8b77fbbcc1
2466,CB Dollaway,5d7bdab5e03e3216
2467,Petr Yan,d661ce4da776fc20
2468,Jin Soo Son,7c9c6a884be167fe
2469,Rustam Khabilov,9b7694d064a8a0ad
2470,Kajan Johnson,633a45d131192ffe
2471,Mairbek Taisumov,8f5c8850b2484173
2472,Desmond Green,f046d724d2a84ac5
2473,Magomed Ankalaev,d802174b0c0c1f4e
2474,Marcin Prachnio,6370c1c1e12723d5
2475,Adam Yandiev,0a95c474e61a6c44
2476,Jordan Johnson,99bcdf5eac39898f
2477,Ramazan Emeev,abd5fb12437eda21
2478,Stefan Sekulic,348dff4e03bd18c6
2479,Merab Dvalishvili,c03520b5c88ed6b4
2480,Terrion Ware,ba5e253af86db1a8
2481,Tyron Woodley,effd9de9937996f8
2482,Darren Till,9ce6d5a03af801b7
2483,Jessica Andrade,6a1901c62ab3870f
2484,Karolina Kowalkiewicz,d7c3816669784109
2485,Zabit Magomedsharipov,87aa9fb63d6b51a1
2486,Brandon Davis,cc351e408bbb7d43
2487,Jimmie Rivera,9c907996820d2d69
2488,John Dodson,99506df1af6c8b3b
2489,Abdul Razak Alhassan,eae431e70064e046
2490,Niko Price,d8da10db80131bec
2491,Carla Esparza,d910665038efc639
2492,Tatiana Suarez,b08012bbe542592a
2493,Aljamain Sterling,cb696ebfb6598724
2494,Cody Stamann,bf7ad5628363eec9
2495,Geoff Neal,b997be68943010fc
2496,Frank Camacho,764342d39cdaa54a
2497,Charles Byrd,76ee3d666c648f6b
2498,Darren Stewart,a17ad5a5048e8c3f
2499,Diego Sanchez,82e7929bf6c2b689
2500,Craig White,3dd949593346dbc3
2501,Jim Miller,d1941565abf50b16
2502,Alex White,c17041f1bb5768d8
2503,Irene Aldana,578ef12674df1e6a
2504,Lucie Pudilova,3cf66c62d9069f43
2505,Robert Sanchez,546f8599a63c29da
2506,Jarred Brooks,81d9df19e255b8b6
2507,Justin Gaethje,9e8f6c728eb01124
2508,James Vick,6256b2b1562cb8e1
2509,Michael Johnson,511e82663651438d
2510,Andre Fili,8fd808923cffff82
2511,Cortney Casey,5f179af5fffeb9f6
2512,Angela Hill,f0feeb2192937424
2513,Jake Ellenberger,d81ac739417d7f53
2514,Bryan Barberena,a331233f597090a5
2515,John Moraga,92437c6775b3f7d1
2516,Deiveson Figueiredo,aa72b0f831d0bfe5
2517,Eryk Anders,cad24459b28592ca
2518,Tim Williams,990bd63726a577f8
2519,James Krause,8f6a18831a120817
2520,Warlley Alves,d317a5e2b3f88c5f
2521,Cory Sandhagen,65f09bacd3957381
2522,Iuri Alcantara,2f95a3c6d58b2aad
2523,Andrew Sanchez,fccf811c1e8b01c7
2524,Markus Perez,2ac4628c08ec5125
2525,Mickey Gall,9e50097a89442158
2526,George Sullivan,6c7e25571490aa3b
2527,Joanne Calderwood,12f91bfa8f1f723b
2528,Kalindra Faria,27b164b0d1833df0
2529,Drew Dober,519e4fe37ce9ff75
2530,Jon Tuck,53ec9cb470e1a4ea
2531,Rani Yahya,94527830000ab715
2532,Luke Sanders,96428b9e9bd048ea
2533,TJ Dillashaw,c849740a3ff51931
2534,Cody Garbrandt,d8c7c61b176e3994
2535,Demetrious Johnson,8a304bfd6bf04a57
2536,Henry Cejudo,056c493bbd76a918
2537,Cub Swanson,d247691a6c0e9034
2538,Renato Moicano,b6452706b373eea1
2539,Polyana Viana,9673a497a9da119a
2540,JJ Aldrich,6fd953151d981979
2541,Thiago Santos,dea070ed4a2a8281
2542,Kevin Holland,3a46b268013afede
2543,Pedro Munhoz,6bd02119599741a4
2544,Brett Johns,ec52462a1b41f714
2545,Ricky Simon,5987b2458f4b5290
2546,Montel Jackson,cc1a8b4b38b92c6d
2547,Ricardo Ramos,1ae8f3c723aacff4
2548,Kyung Ho Kang,a7897d200692ab64
2549,Matt Sayles,5b8ba8f5512893b1
2550,Sheymon Moraes,0d62719b1dcf7c40
2551,Alex Perez,ab2b4ff41d6ebe0f
2552,Jose Torres,d2036f31c035e0d1
2553,Danielle Taylor,b76c6268dc1d3c05
2554,Zhang Weili,1ebe20ebbfa15e29
2555,Marlon Vera,7c7332319c14094c
2556,Wuliji Buren,2296125b6c362355
2557,Eddie Alvarez,33a331684283900f
2558,Dustin Poirier,029eaff01e6bb8f0
2559,Jose Aldo,d0f3959b4a9747e6
2560,Jeremy Stephens,18968f97ad34f15c
2561,Joanna Jedrzejczyk,3d6749c4267da18f
2562,Tecia Torres,31ef8b67e13495b3
2563,Alexander Hernandez,262a7d06203657e6
2564,Olivier Aubin-Mercier,55ee431411ccf07a
2565,Jordan Mein,2aa49b3766a59bcd
2566,Alex Morono,cdb96af67d096b1e
2567,Hakeem Dawodu,2c9d00968f818270
2568,Austin Arnett,bf0e700106d00e55
2569,Kajan Johnson,633a45d131192ffe
2570,Islam Makhachev,275aca31f61ba28c
2571,Gadzhimurad Antigulov,af997f7611673880
2572,Ion Cutelaba,cd13728ae1151f46
2573,John Makdessi,c21a036b4e012f1c
2574,Ross Pearson,4f732e58ed907eff
2575,Alexis Davis,4c2d90e335e6df19
2576,Katlyn Chookagian,e872e9a9a902c045
2577,Dustin Ortiz,f53c1f4ceeed8c08
2578,Matheus Nicolau,1a31ef98efce7a79
2579,Randa Markos,4a57ebb14315b251
2580,Nina Ansaroff,d343df8ba11f4c4e
2581,Devin Powell,065eb44700e641a4
2582,Alvaro Herrera Mendoza,74d35fbc9c6a61bd
2583,Mauricio Rua,140745cbbcb023ac
2584,Anthony Smith,d4c9dcd330403612
2585,Glover Teixeira,7ff97850e8c32bda
2586,Corey Anderson,5e4eec08896c9423
2587,Vitor Miranda,4bcb6eb12b4ad4aa
2588,Abu Azaitar,46d0a888d87d91ac
2589,Marcin Tybura,c9cf753cfdf77fc2
2590,Stefan Struve,ebc1f40e00e0c481
2591,Danny Roberts,a6cba6bb66c1a8c9
2592,David Zawada,3bb2dc8e87b10a46
2593,Nasrat Haqparast,b7b84ccd221be298
2594,Marc Diakiese,32c355b04fc57f3a
2595,Nick Hein,2816ced060a21be3
2596,Damir Hadzovic,38c626ca912c7bac
2597,Emil Meek,103b06d8707895a9
2598,Bartosz Fabinski,e17ac6410c8377f4
2599,Khalid Taha,b4537562f88ac582
2600,Nad Narimani,776a58a67665a171
2601,Justin Ledet,ba1e6cb3d43f7430
2602,Aleksandar Rakic,333b9e5c723ac873
2603,Davey Grant,113df4fde64735c6
2604,Manny Bermudez,2dc1bc1a02961656
2605,Jeremy Kimball,917a5cb9821df261
2606,Darko Stosic,025f0b1b58fbad01
2607,Damian Stasiak,42a7e90605df3c8a
2608,Pingyuan Liu,31bbd39c0a075d4e
2609,Junior Dos Santos,63def5a5662a6917
2610,Blagoy Ivanov,1788eee370f077b7
2611,Sage Northcutt,ed9d8ee3a4239b1c
2612,Zak Ottow,47cd337b86b1af92
2613,Dennis Bermudez,6f242453c91a5af0
2614,Rick Glenn,814ff3018127e8fc
2615,Randy Brown,c6aee362c7a7d482
2616,Niko Price,d8da10db80131bec
2617,Myles Jury,08e908ed6d18d6a0
2618,Chad Mendes,b5b684eac99ae0a3
2619,Cat Zingano,3ecd936bd8814108
2620,Marion Reneau,c7d297714d9ab1a4
2621,Eddie Wineland,fc9a9559a05f2704
2622,Alejandro Perez,80daefbed11ce998
2623,Darren Elkins,92a9aa9c93192871
2624,Alexander Volkanovski,e1248941344b3288
2625,Justin Scoggins,9fa568ad2bf2cb0b
2626,Said Nurmagomedov,0fd5f4b838e890cc
2627,Kurt Holobaugh,a7151778b3381036
2628,Raoni Barcelos,b9f28e7045fdfce7
2629,Liz Carmouche,51a0c09cbe9b8472
2630,Jennifer Maia,8e1f36476ef02a6a
2631,Mark De La Rosa,f57dd0bfa8c17813
2632,Elias Garcia,ac5a7400da3a9a41
2633,Jessica Aguilar,8f382b3baa954d2a
2634,Jodie Esquibel,411539901068522f
2635,Stipe Miocic,d28dee5c705991df
2636,Daniel Cormier,d967f0128c323de6
2637,Francis Ngannou,8d03ce87ca14e778
2638,Derrick Lewis,d3df1add9d9a7efb
2639,Paul Felder,e5010b1b94ca5755
2640,Mike Perry,f2b6fdb20675b11c
2641,Michael Chiesa,c58f51dedb310998
2642,Anthony Pettis,cbb682f5fcc44bfc
2643,Gokhan Saki,4690d47bf725fd98
2644,Khalil Rountree Jr.,749f572d1d3161fb
2645,Uriah Hall,65578a75fa7900e3
2646,Paulo Costa,2e5c2aa8e4ab9d82
2647,Raphael Assuncao,2f13e4020cea5b38
2648,Rob Font,05339613bf8e9808
2649,Lando Vannata,f9b200db02b488d9
2650,Drakkar Klose,7cbf7c78d3b34218
2651,Curtis Millender,f1928a52590c5532
2652,Max Griffin,b0d6a1d8ac3d563d
2653,Dan Hooker,193b9d1858bc4df3
2654,Gilbert Burns,23024fdfc966410a
2655,Jamie Moyle,882d62561063a927
2656,Emily Whitmire,b3d21b2610dcfaeb
2657,Brad Tavares,0c6d9ea8306c029e
2658,Israel Adesanya,1338e2c7480bdf9e
2659,Michael Trizano,5bf31a46becc1204
2660,Joe Giannetti,946db8a378903cc3
2661,Jay Cucciniello,683ea28a198936fe
2662,Brad Katona,7b433309b0fd12aa
2663,Alex Caceres,7aa3d6964eff4877
2664,Martin Bravo,9c44f290f5726d95
2665,Roxanne Modafferi,4498b382c65a7faa
2666,Barb Honchak,472f6f6e6d962f40
2667,Alessio Di Chirico,77d7295d1b22c694
2668,Julian Marquez,d0e1b42d41dab603
2669,Montana De La Rosa,80d8aed0ca9b00f3
2670,Rachael Ostovich,01784fbc27c68b14
2671,Luis Pena,2844b047183a1adb
2672,Richie Smullen,f75c5ca0d91b9115
2673,John Gunther,3956bdc8ab2e54b3
2674,Allan Zuniga,523af801b3429015
2675,Tyler Diamond,f5f6419c5f00abad
2676,Bryce Mitchell,d9c6f19f958643e9
2677,Matt Bessette,0b8d512c79b4baf3
2678,Steven Peterson,b93c06d09d1c4ac0
2679,Gerald Meerschaert,6ac9bc2953c47345
2680,Oskar Piechota,1cf7ccf64a5bf24e
2681,Donald Cerrone,1d00756835ca67c9
2682,Leon Edwards,f1fac969a1d70b08
2683,Ovince Saint Preux,50db8711c70196cd
2684,Tyson Pedro,49e96ff8ab781589
2685,Jessica-Rose Clark,6c8072b61c276e67
2686,Jessica Eye,f72465a784c1b084
2687,Li Jingliang,e64b96c07d7ce999
2688,Daichi Abe,5140122c3eecd307
2689,Teruto Ishihara,88cd34d836b4ebcd
2690,Petr Yan,d661ce4da776fc20
2691,Felipe Arantes,71002dbc1743b9a7
2692,Song Yadong,efb96bf3e9ada36f
2693,Rolando Dy,55ed59d541f8b90c
2694,Shane Young,4cd8b03aee1d0138
2695,Song Kenan,32490e80ddab1e5a
2696,Hector Aldana,c487223b0289bda9
2697,Shinsho Anzai,4665f9f909cd7214
2698,Jake Matthews,a845f0735bc67405
2699,Viviane Pereira,d50382dc0565a9e1
2700,Yan Xiaonan,c41d426cc7326d1b
2701,Matt Schnell,67c1d46f4ed16f9e
2702,Naoki Inoue,199eb7cf6ae90294
2703,Jenel Lausa,ec664422b22d9787
2704,Yuta Sasaki,7c3c48cf54a2848e
2705,Ji Yeon Kim,a20f234df70f2182
2706,Melinda Fabian,8c020156779f7888
2707,Robert Whittaker,e1147d3d2dabe1ce
2708,Yoel Romero,f77c68bb4be8516d
2709,Rafael Dos Anjos,6a2f7c151031653d
2710,Colby Covington,dc9572dd6ec74859
2711,Holly Holm,634e2fb70bde3fd5
2712,Megan Anderson,a0e75f4a13eb73f1
2713,Andrei Arlovski,3738e68d2261e60f
