,event_id,event_name
414,821cd80aab70d5f9,UFC 107: Penn vs Sanchez
415,91d73ee59347ac16,The Ultimate Fighter: Heavyweights Finale
416,84a067c46306a737,UFC 106: Ortiz vs Griffin 2
417,fa8b9e6b0c2269f8,UFC 105: Couture vs Vera
418,7c0847d3854a95f2,UFC 104: Machida vs Shogun
419,896c322f56b8be5a,UFC 103: Franklin vs Belfort
420,a8ea84cbe1655f0a,UFC Fight Night: Diaz vs Guillard
421,c6a33ff198aaaeeb,UFC 102: Couture vs Nogueira
422,48d1f690b763934c,UFC 101: Declaration
423,0ee783aa00e468f0,UFC 100
424,4908c5ee68a50ee5,The Ultimate Fighter: United States vs. United Kingdom Finale
425,cb6783c39c01d896,UFC 99: The Comeback
426,c4b6099f0d25f75e,UFC 98: Evans vs Machida
427,1652f3213655b935,UFC 97: Redemption
428,04d5718ed2661e8c,UFC Fight Night: Condit vs Kampmann
429,29b5791e51e7e832,UFC 96: Jackson vs Jardine
430,7d21de9c6d7c98b2,UFC 95: Sanchez vs Stevenson
431,d1759b2b7be9be56,UFC Fight Night: Lauzon vs Stephens
432,2a542ee8a8b83559,UFC 94: St-Pierre vs Penn 2
433,68c6cd5287b473a7,UFC 93: Franklin vs Henderson
434,23ab42947c1990e3,UFC 92: The Ultimate 2008
435,ea398c802d9998ee,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale
436,30cd319d39ee689b,UFC Fight Night - Fight for the Troops
437,a2b06ca02bca14c0,UFC 91: Couture vs Lesnar
438,c670aa48827d6be6,UFC 90: Silva vs Cote
439,312f47c3d2f83ffa,UFC 89: Bisping vs Leben
440,279093302a6f44b3,UFC Fight Night: Diaz vs Neer
441,0db70ca89e1c7374,UFC 88: Breakthrough
442,19ffeb5e3fffd6d5,UFC 87: Seek And Destroy
443,46f11d15c0134fe3,UFC: Silva vs Irvin
444,bf12aca029bfcc47,UFC 86: Jackson vs Griffin
445,2299605af59fd309,The Ultimate Fighter: Team Rampage vs Team Forrest Finale
446,2efbc83a6b9b7f86,UFC 85: Bedlam
447,2549d63da9c456cb,UFC 84: Ill Will
448,ad047e3073a775f3,UFC 83: Serra vs St-Pierre 2
449,b9e871af730f826c,UFC Fight Night: Florian vs Lauzon
450,598a58db87b890ee,UFC 82: Pride of a Champion
451,597db668b01c442c,UFC 81: Breaking Point
452,33e33d51f289d2a1,UFC Fight Night: Swick vs Burkman
453,a24e080000fa7a35,UFC 80: Rapid Fire
454,7269329bd87eb479,UFC 79: Nemesis
455,df85d6ec3493d120,The Ultimate Fighter: Team Hughes vs. Team Serra Finale
456,1d147d4163a6989b,UFC 78: Validation
457,91181b29be041f1c,UFC 77: Hostile Territory
458,bad28b7b34f334de,UFC 76: Knockout
459,f341f9551ba744e2,UFC Fight Night: Thomas vs Florian
460,0aa92558424ced9e,UFC 75: Champion vs Champion
461,a5c53b3ddb31cc7d,UFC 74: Respect
462,2a6f8136da1e52c0,UFC 73: Stacked
463,e7ec11096eac0282,The Ultimate Fighter: Team Pulver vs. Team Penn Finale
464,5ca158b1cc9cb242,UFC 72: Victory
465,304fcd812f12c589,UFC Fight Night: Stout vs Fisher
466,2e04a3b4a2011b97,UFC 71: Liddell vs Jackson
467,4604ab1de9058474,UFC 70: Nations Collide
468,c1684f00c626f4c0,UFC 69: Shootout
469,a6c2f5381d575920,UFC Fight Night: Stevenson vs Guillard
470,de3ed2e152520c8d,UFC 68: The Uprising
471,63b65af1c5cb02cb,UFC 67: All or Nothing
472,13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon
473,ee5df903f80c6816,UFC 66: Liddell vs Ortiz 2
474,21b8a0f5c231096f,UFC Fight Night: Sanchez vs Riggs
475,3fed746acfd026dd,UFC 65: Bad Intentions
476,baf942f4bcb09894,The Ultimate Fighter: The Comeback Finale
477,13b2f59210dda9cc,UFC 64: Unstoppable
478,577ec7e108b94be3,Ortiz vs Shamrock 3: The Final Chapter
479,13e62d766b709aa6,UFC 63: Hughes vs Penn
480,f717b6002486f73f,UFC 62: Liddell vs Sobral
481,46c8ec317aff28ac,UFC Fight Night 6
482,f70144caea5c4c80,UFC 61: Bitter Rivals
483,445a98acb8985970,UFC Fight Night 5
484,1dab0d1d81dd06db,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale
485,a54a35a670d8e852,UFC 60: Hughes vs Gracie
486,03688dc3c3af3ac1,UFC 59: Reality Check
487,b361180739bed4b0,UFC Fight Night 4
488,0e9869d712e81f8f,UFC 58: USA vs Canada
489,977081bc01197656,UFC 57: Liddell vs Couture 3
490,2ee09ec2a0695eb9,UFC Fight Night 3
491,c7e9d15cfce52f1d,UFC 56: Full Force
492,31ceaf0e670c1578,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale
493,271fe91f4ba9d2c5,UFC 55: Fury
494,efaf544314bb5c2e,UFC Fight Night 2
495,669a3cb6e394f515,UFC 54: Boiling Point
496,3f24c96753dbd9f9,UFC Fight Night 1
497,d3711d3784b76255,UFC 53: Heavy Hitters
498,c933d423ebdbbbdb,UFC 52: Couture vs Liddell 2
499,fbbde91f7bc2d3c5,The Ultimate Fighter: Team Couture vs. Team Liddell Finale
500,85d905f7c4f5a1af,UFC 51: Super Saturday
501,ce783bf73b5131f9,UFC 50: The War Of '04
502,b4bc2e3353a770b5,UFC 49: Unfinished Business
503,429e7d3725852ce9,UFC 48: Payback
504,e8fb8e53bc2e29d6,UFC 47: It's On!
505,94609dd91731d428,UFC 46: Supernatural
506,e670f8cc2969a789,UFC 45: Revolution
507,c61f66d8c3fd5f07,UFC 44: Undisputed
508,108afe61a26bcbf4,UFC 43: Meltdown
509,ae58685caf8e4a0d,UFC 42: Sudden Impact
510,bba678d312590087,UFC 41: Onslaught
511,e06fd1260ac865a7,UFC 40: Vendetta
512,0cf935519d439ba6,UFC 39: The Warriors Return
513,1dc56b59cb28425d,UFC 38: Brawl at the Hall
514,9ccdd2ce45903f34,UFC 37.5: As Real As It Gets
515,9fd1f08dd4aec14a,UFC 37: High Impact
516,02fc8f50f56eb307,UFC 36: Worlds Collide
517,946f341df6472ee0,UFC 35: Throwdown
518,4dc496aa0cfc0d95,UFC 34: High Voltage
519,c75b99887c8c3f5a,UFC 33: Victory in Vegas
520,7b9aa973e5c04624,UFC 32: Showdown in the Meadowlands
521,20bd6c3e03c46ee6,UFC 31: Locked and Loaded
522,2b1587a3376ab743,UFC 30: Battle on the Boardwalk
523,08ae5cd9aef7ddd3,UFC 29: Defense of the Belts
524,da6dfd09cca1d705,UFC 28: High Stakes
525,31652c9267606d54,UFC 27: Ultimate Bad Boyz
526,cedfdf8d423d500c,UFC 26: Ultimate Field Of Dreams
527,d2b1c1317a39f6c6,UFC 25: Ultimate Japan 3
528,20ec0061400178ca,UFC 24: First Defense
529,a8fa0c4e95512806,UFC 23: Ultimate Japan 2
530,afaad7d6a581e307,UFC 22: Only One Can be Champion
531,1a1a4d7a29041d77,UFC 21: Return of the Champions
532,a7b48e18ca27795d,UFC 20: Battle for the Gold
533,a220be6d41d6f97d,UFC 19: Ultimate Young Guns
534,c9bbf1a0285a8076,UFC 18: The Road to the Heavyweight Title
535,32a3025d5db456ae,UFC - Ultimate Brazil
536,4a01dc8376736ef5,UFC 17: Redemption
537,749685d24e2cac50,UFC 16: Battle in the Bayou
538,29f935654825331b,UFC - Ultimate Japan
539,07a18ae55dfc3cd9,UFC 15: Collision Course
540,dc950d59dc590aca,UFC 14: Showdown
541,5bd533d50c8e7b8a,UFC 13: The Ultimate Force
542,96eff1a628adcc7f,UFC 12: Judgement Day
543,9b5b5a75523728f3,UFC - Ultimate Ultimate '96
544,6ceff86fae4f6b3b,UFC 11: The Proving Ground
545,aee8eecfc4bfb1e7,UFC 10: The Tournament
546,a390eb8a9b2df298,UFC 9: Motor City Madness
547,b63e800c18e011b5,UFC 8: David vs Goliath
548,31bbd46d57dfbcb7,UFC - Ultimate Ultimate '95
549,5af480a3b2e1726b,UFC 7: The Brawl in Buffalo
550,1c3f5e85b59ec710,UFC 6: Clash of the Titans
551,dedc3bb440d09554,UFC 5: The Return of the Beast
552,b60391da771deefe,UFC 4: Revenge of the Warriors
553,1a49e0670dfaca31,UFC 3: The American Dream
554,a6a9ab5a824e8f66,UFC 2: No Way Out
