,id,fighter_name,total_wins,total_losses,total_draws,total_nc,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,td_acc,sub_avg
544,98a6b2361045898f,Dong Hyun Ma,16,11,3,0,"5'11""",155,"70""",Orthodox,"Sep,09,1988",2.84,41%,4.10,54%,1.27,53%,33%,53%,0.0
545,aed06011bf62237b,Dongi Yang,13,3,0,0,"5'10""",185,"73""",Southpaw,"Dec,07,1984",3.55,51%,3.21,63%,1.70,41%,61%,41%,0.5
546,8788beb528894f33,Donnie Chappell,0,1,0,0,"5'11""",178,--,Southpaw,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
547,e93b04e308913c2e,Dooho Choi,14,4,0,0,"5'10""",145,"70""",Orthodox,"Apr,10,1991",5.32,51%,6.38,53%,0.41,20%,50%,20%,0.0
548,ee4b670e159f4a33,Dorian Price,8,5,0,0,"6'3""",170,--,Southpaw,"Aug,20,1977",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
549,d3de4a24f7eefac8,Doug Evans,13,10,0,0,"5'9""",155,--,Orthodox,"Oct,10,1980",1.79,35%,2.55,55%,3.19,83%,69%,83%,0.6
550,3a314d9fa7c6825d,Douglas Silva de Andrade,26,4,0,1,"5'7""",145,"68""",Orthodox,"Jun,22,1985",3.77,38%,4.26,58%,0.70,50%,66%,50%,0.0
551,7cbf7c78d3b34218,Drakkar Klose,11,2,1,0,"5'9""",155,"70""",Orthodox,"Mar,09,1988",3.89,53%,3.64,53%,1.56,30%,68%,30%,0.0
552,dc3b9cf7641b7ab6,Drako Rodriguez,7,2,0,0,"5'8""",135,"69""",Orthodox,"Jun,16,1996",2.57,35%,2.57,26%,2.75,100%,0%,100%,2.8
553,519e4fe37ce9ff75,Drew Dober,23,10,0,1,"5'8""",155,"70""",Southpaw,"Oct,19,1988",4.33,40%,3.87,54%,0.80,17%,55%,17%,0.1
554,d814f5192e58fb2f,Drew Fickett,42,21,0,0,"5'10""",155,"70""",Orthodox,"Dec,14,1979",2.33,41%,2.29,57%,1.30,35%,30%,35%,2.2
555,1fd4fbdcc67de844,Drew McFedries,12,7,0,0,"6'0""",185,"72""",Southpaw,"Jul,27,1978",5.13,51%,4.56,52%,1.42,100%,56%,100%,0.7
556,0d7b51c9d2649a6e,Dricus Du Plessis,15,2,0,0,"6'1""",185,"76""",Switch,"Jan,14,1994",7.72,44%,4.16,67%,0.00,0%,0%,0%,0.0
557,84ac950d4c1722dd,Duane Ludwig,21,14,0,0,"5'10""",170,"70""",Orthodox,"Aug,04,1978",4.62,44%,3.05,57%,0.43,25%,59%,25%,0.1
558,d6ead04919a894b1,Duda Santana,3,1,0,0,"5'7""",145,"73""",Orthodox,"Jan,10,1996",6.01,39%,2.72,73%,6.44,60%,0%,60%,0.0
559,866fd7b1a6c90e7f,Dusko Todorovic,10,1,0,0,"6'1""",185,"74""",Orthodox,"May,19,1994",7.45,62%,5.42,46%,0.53,6%,100%,6%,0.0
560,a149d6bc670cdb60,Dustin Hazelett,12,7,0,0,"6'1""",170,"76""",Orthodox,"Apr,29,1986",2.24,40%,3.51,46%,0.55,50%,25%,50%,4.1
561,e4277e87a789d687,Dustin Jacoby,14,5,0,0,"6'3""",205,"76""",Orthodox,"Apr,04,1988",3.68,46%,2.94,61%,0.22,100%,70%,100%,0.0
562,fe91d254db77a7fc,Dustin Kimura,11,3,0,0,"5'7""",135,"71""",Orthodox,"May,21,1989",1.33,21%,3.82,51%,0.93,37%,50%,37%,2.2
563,f53c1f4ceeed8c08,Dustin Ortiz,19,8,0,0,"5'5""",125,"65""",Orthodox,"Dec,25,1988",2.94,44%,2.17,56%,3.01,36%,52%,36%,0.1
564,55f80a8aeffcdb33,Dustin Pague,12,11,0,0,"5'9""",135,"74""",Orthodox,"Aug,05,1987",1.65,53%,2.96,41%,1.03,44%,55%,44%,2.6
565,029eaff01e6bb8f0,Dustin Poirier,27,6,0,1,"5'9""",155,"72""",Southpaw,"Jan,19,1989",5.59,50%,4.17,54%,1.47,36%,61%,36%,1.3
566,71505842fb6455c3,Dustin Stoltzfus,13,2,0,0,"6'0""",185,"75""",Orthodox,"Nov,15,1991",2.48,57%,3.93,48%,0.78,12%,62%,12%,0.8
567,31c01fbc2586a5eb,Dwayne Cason,1,1,0,0,"5'10""",212,--,Orthodox,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
568,8be158ca1e5ea6a0,Dwight Grant,10,3,0,0,"6'1""",170,"76""",Switch,"Sep,14,1984",3.39,37%,2.16,69%,0.34,100%,78%,100%,0.0
569,00debc804e2b1cd4,Dylan Andrews,18,7,0,1,"6'1""",185,"74""",Switch,"Nov,15,1979",2.21,50%,2.72,46%,2.83,50%,57%,50%,0.4
570,dc950d59dc590aca,Ebenezer Fontes Braga,13,7,2,0,"6'0""",199,--,Orthodox,"Apr,14,1969",2.42,50%,0.42,71%,0.00,0%,90%,0%,0.6
571,06f36cf4bd97ec77,Ed Herman,27,14,0,1,"6'1""",205,"77""",Orthodox,"Oct,02,1980",3.32,49%,3.35,43%,2.21,48%,60%,48%,1.2
572,33a331684283900f,Eddie Alvarez,29,6,0,1,"5'9""",155,"69""",Orthodox,"Jan,11,1984",4.32,41%,4.39,55%,2.92,36%,92%,36%,0.5
573,8cad40a75e5c97f5,Eddie Gordon,8,4,0,0,"6'0""",185,"76""",Orthodox,"Jul,22,1983",2.03,32%,2.57,60%,1.93,83%,63%,83%,0.0
574,7b9aa973e5c04624,Eddie Ruiz,1,1,0,0,"5'7""",155,--,Orthodox,"Jun,10,1967",0.20,25%,1.40,47%,2.00,12%,0%,12%,0.0
575,7f0b4a75ef3039a3,Eddie Sanchez,15,8,0,0,"6'2""",230,"74""",Orthodox,"Nov,04,1982",3.45,43%,3.30,43%,1.13,26%,42%,26%,0.0
576,fc9a9559a05f2704,Eddie Wineland,24,15,1,0,"5'7""",135,"69""",Orthodox,"Jun,26,1984",3.40,29%,3.66,69%,0.34,33%,86%,33%,0.1
577,cc84b68f862b466f,Eddie Yagin,16,7,1,0,"5'7""",145,--,Orthodox,"Mar,23,1979",3.13,30%,5.77,42%,0.00,0%,62%,0%,1.0
578,8d49545dadf9b919,Edgar Garcia,14,5,0,0,"5'10""",170,"71""",Orthodox,"Feb,22,1984",3.16,29%,4.23,60%,2.21,57%,50%,57%,0.6
579,afdb76fbd86f6d11,Edilberto de Oliveira,29,15,2,0,"6'0""",170,--,Orthodox,"Nov,22,1982",4.12,32%,6.79,61%,0.00,0%,0%,0%,0.0
580,6c7020b859c7a3ce,Edimilson Souza,15,5,0,0,"6'0""",145,"74""",Orthodox,"Oct,17,1984",4.65,44%,2.91,58%,0.00,0%,50%,0%,0.0
581,4144798612ef96e5,Edmen Shahbazyan,11,1,0,0,"6'2""",185,"74""",Orthodox,"Nov,20,1997",3.85,51%,4.31,49%,4.44,40%,58%,40%,0.5
582,acd9513399a8b09b,Ednaldo Oliveira,17,3,1,1,"6'5""",205,--,Orthodox,"Feb,19,1984",1.03,22%,1.80,52%,0.00,0%,42%,0%,0.0
583,64a50dad704d1d49,Edson Barboza,21,9,0,0,"5'11""",145,"75""",Orthodox,"Jan,21,1986",3.98,43%,4.03,60%,0.44,44%,78%,44%,0.1
584,7bde387d50829adf,Eduardo Garagorri,13,2,0,0,"5'9""",145,"70""",Orthodox,"May,28,1989",3.42,51%,2.36,58%,0.48,100%,61%,100%,0.0
585,75bbd2206a15319f,Edwin DeWees,38,17,0,1,"6'1""",185,--,Orthodox,"Aug,07,1982",1.53,33%,6.19,39%,2.18,66%,0%,66%,3.3
586,bbfca6d5c27d9cd8,Edwin Figueroa,9,5,0,0,"5'7""",135,"69""",Orthodox,"Jul,31,1984",2.57,39%,3.06,51%,0.20,100%,37%,100%,0.6
587,83fd97284f4bb4a4,Efrain Escudero,28,12,0,0,"5'9""",155,"71""",Orthodox,"Jan,15,1986",2.92,44%,2.30,63%,1.31,40%,66%,40%,0.8
588,2b4faacc16d66898,Eiji Mitsuoka,18,9,2,0,"5'7""",145,--,Southpaw,"Jan,01,1976",1.49,49%,2.26,45%,2.30,36%,20%,36%,1.6
589,ac5a7400da3a9a41,Elias Garcia,6,2,0,0,"5'5""",125,"67""",Southpaw,"Sep,13,1992",1.59,27%,5.05,50%,0.68,14%,33%,14%,1.4
590,52ba464d9068d871,Elias Silverio,13,3,0,0,"5'11""",155,"73""",Orthodox,"Sep,22,1986",3.67,49%,2.97,51%,1.62,38%,85%,38%,0.2
591,34f88592c0ab7a54,Elias Theodorou,16,3,0,0,"6'1""",185,"75""",Orthodox,"May,31,1988",4.19,42%,2.39,53%,1.27,28%,59%,28%,0.0
592,a08d909a5be6f410,Eliot Marshall,10,4,0,0,"6'2""",205,"77""",Orthodox,"Jul,07,1980",1.93,27%,2.39,67%,0.47,33%,79%,33%,0.9
593,dcbf01d605681ad1,Elizabeth Phillips,6,6,0,0,"5'6""",135,"65""",Orthodox,"Aug,20,1986",2.60,33%,3.07,58%,0.75,25%,53%,25%,0.2
594,8adcbd525fab8d9b,Elizeu Zaleski dos Santos,22,7,0,0,"5'11""",170,"73""",Orthodox,"Dec,11,1986",4.05,39%,3.07,59%,0.57,17%,52%,17%,0.5
595,28c55b4087a6f136,Elvis Mutapcic,15,6,1,0,"6'0""",185,"72""",Orthodox,"Jul,19,1986",3.41,40%,4.27,38%,0.00,0%,81%,0%,0.0
596,817e0bdf08efce2e,Elvis Sinosic,7,11,2,0,"6'3""",205,"77""",Orthodox,"Feb,13,1971",1.13,37%,4.60,53%,0.00,0%,0%,0%,1.2
597,103b06d8707895a9,Emil Meek,9,5,1,1,"5'11""",170,"74""",Switch,"Aug,20,1988",2.52,39%,2.53,38%,0.25,33%,47%,33%,1.0
598,b3d21b2610dcfaeb,Emily Whitmire,4,4,0,0,"5'5""",115,"63""",Orthodox,"May,24,1991",2.71,30%,3.08,54%,1.10,50%,70%,50%,0.6
599,2299605af59fd309,Emmanuel Yarborough,1,2,0,0,"6'8""",770,--,Open,"Sep,05,1960",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
600,be0b310a12eb80b4,Enrique Barzola,17,5,2,0,"5'7""",145,"70""",Orthodox,"Apr,28,1989",3.91,41%,2.97,68%,4.20,45%,66%,45%,0.3
601,0cf935519d439ba6,Enson Inoue,12,8,0,0,"5'10""",210,--,Orthodox,"Apr,15,1967",1.70,63%,1.88,30%,0.00,0%,33%,0%,0.0
602,f59f1d3a2ff13edd,Eric Schafer,14,8,2,0,"6'3""",185,"76""",Orthodox,"Sep,20,1977",1.89,34%,3.38,56%,1.81,36%,50%,36%,1.8
603,a0c64f272b65d441,Eric Shelton,12,6,0,0,"5'6""",125,"68""",Orthodox,"Feb,02,1991",2.57,42%,1.88,63%,2.83,51%,46%,51%,0.2
604,b9664eae2ac75262,Eric Spicely,12,6,0,0,"6'1""",185,"73""",Orthodox,"Sep,29,1986",3.71,45%,5.72,55%,1.31,20%,75%,20%,1.0
605,53f84637dfffab7a,Eric Wisely,26,9,1,0,"5'8""",145,--,Southpaw,"Jul,25,1984",1.42,47%,2.08,56%,0.00,0%,27%,0%,0.9
606,8163cd7de0342652,Erick Montano,7,5,0,0,"6'0""",170,"73""",Orthodox,"Nov,19,1985",2.79,44%,2.06,64%,2.29,36%,66%,36%,0.0
607,5866fc86183a9fb8,Erick Silva,19,9,0,1,"6'0""",170,"74""",Orthodox,"Jun,21,1984",2.50,48%,4.18,49%,0.85,35%,56%,35%,1.4
608,67a992d4cff22466,Ericka Almeida,7,3,0,0,"5'6""",115,--,Orthodox,"Mar,05,1989",1.07,39%,3.33,43%,0.50,33%,37%,33%,0.0
609,99bd87a300079ed9,Erik Koch,16,6,0,0,"5'10""",170,"71""",Southpaw,"Oct,04,1988",2.33,42%,2.82,47%,1.02,42%,81%,42%,1.0
610,af62f99eb7606308,Erik Perez,17,6,0,0,"5'8""",135,"68""",Orthodox,"Nov,19,1989",3.16,40%,2.09,66%,3.16,55%,69%,55%,0.2
611,b406da701c479076,Ernest Chavez,10,2,0,0,"5'8""",145,"70""",Orthodox,"Jun,27,1983",2.79,40%,3.89,59%,0.89,33%,50%,33%,0.0
612,2b1587a3376ab743,Ernie Verdicia,0,1,0,0,"5'11""",199,--,Orthodox,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
613,cad24459b28592ca,Eryk Anders,13,5,0,1,"6'1""",185,"75""",Southpaw,"Apr,21,1987",3.23,46%,4.15,51%,1.62,35%,80%,35%,0.1
614,d0a5ef38a7778ac2,Estevan Payan,16,12,0,1,"5'10""",145,--,Orthodox,"Mar,14,1982",4.25,42%,3.58,57%,0.36,100%,60%,100%,0.4
615,ce783bf73b5131f9,Eugene Jackson,15,9,1,0,"5'8""",185,--,Orthodox,"Sep,23,1966",2.19,33%,3.44,32%,1.91,71%,16%,71%,2.3
616,f70144caea5c4c80,Eugenio Tadeu,2,3,0,1,"5'8""",160,--,Orthodox,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
617,e5c9de15bb58b1c6,Evan Dunham,18,9,1,0,"5'10""",155,"70""",Southpaw,"Dec,18,1981",5.33,39%,3.54,61%,1.82,33%,79%,33%,1.0
618,8f2d9ee27f206f1f,Evan Tanner,32,8,0,0,"6'0""",185,"74""",Orthodox,"Feb,11,1971",3.05,59%,2.64,56%,2.55,43%,25%,43%,1.3
619,263ebd4a669e1e98,Fabiano Iha,9,5,0,0,"5'8""",155,--,Orthodox,"Jul,28,1970",1.73,47%,2.49,42%,2.88,40%,50%,40%,2.9
620,0bc7e61d204f2137,Fabiano Scherner,11,10,0,3,"6'3""",257,--,Orthodox,"Jun,30,1972",1.31,31%,3.20,38%,1.09,33%,40%,33%,0.0
621,8377c5572cb356f3,Fabio Gurgel,3,2,0,0,"6'0""",205,--,Orthodox,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
622,1fb80f46d3c105d9,Fabio Maldonado,23,11,0,0,"6'1""",205,"75""",Orthodox,"Mar,17,1980",5.29,58%,4.31,53%,0.44,57%,61%,57%,0.6
623,7abe471b61725980,Fabricio Camoes,14,9,1,0,"5'10""",155,"71""",Orthodox,"Dec,23,1978",1.29,33%,1.85,61%,2.34,32%,20%,32%,1.5
624,492b202d2064e7a9,Fabricio Werdum,24,9,1,0,"6'4""",231,"77""",Orthodox,"Jul,30,1977",3.59,52%,2.64,55%,1.75,31%,31%,31%,1.2
625,445a98acb8985970,Falaniko Vitale,30,11,0,0,"5'10""",185,--,Orthodox,"Jul,14,1974",1.88,49%,3.68,47%,0.72,33%,86%,33%,0.0
626,1e4f273069fb9e85,Fares Ziam,11,3,0,0,"6'1""",155,"75""",Orthodox,"Mar,21,1997",1.90,47%,1.37,66%,0.50,11%,65%,11%,0.0
627,b6850671a008bf9a,Felice Herrig,14,9,0,0,"5'4""",115,"65""",Orthodox,"Sep,18,1984",3.63,36%,4.84,49%,1.18,30%,72%,30%,0.9
628,39d91e95949de3d9,Felicia Spencer,8,2,0,0,"5'6""",145,"68""",Orthodox,"Nov,29,1990",3.02,45%,5.57,43%,0.64,10%,14%,10%,0.3
629,71002dbc1743b9a7,Felipe Arantes,18,10,1,2,"5'8""",135,"73""",Orthodox,"Feb,09,1988",2.37,45%,2.66,64%,0.93,47%,41%,47%,0.7
630,dbac0a413af64bbe,Felipe Colares,9,2,0,0,"5'8""",135,"69""",Orthodox,"Mar,31,1994",1.13,42%,3.00,32%,2.00,25%,34%,25%,1.0
631,948880beac71f028,Felipe Olivieri,14,5,0,1,"5'9""",155,--,Orthodox,"Apr,12,1985",6.68,58%,4.60,57%,0.00,0%,71%,0%,0.0
632,1b38a2b897f6209c,Felipe Silva,8,2,0,0,"6'0""",155,"77""",Orthodox,"May,08,1984",5.40,50%,1.80,59%,1.00,100%,71%,100%,0.0
633,6cbb7661c3258617,Felix Lee Mitchell,2,7,0,0,--,--,--,Orthodox,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
634,38ed5a2299230227,Filip Pejic,12,2,2,0,"5'8""",135,--,Orthodox,"Jul,21,1992",0.00,0%,0.88,33%,0.00,0%,0%,0%,0.0
635,ab35634d1a8c7a11,Flavio Luiz Moura,19,7,0,0,"5'11""",183,--,Open,"--,",0.67,16%,0.00,0%,0.00,0%,0%,0%,0.0
636,5330fe7e4c3af81c,Floyd Sword,12,3,0,0,"6'0""",185,--,Orthodox,"Aug,24,1976",0.78,42%,1.57,40%,0.00,0%,33%,0%,0.0
637,fcffee71cff5530e,Forrest Griffin,19,7,0,0,"6'3""",205,"77""",Orthodox,"Mar,16,1979",4.38,36%,2.81,61%,1.05,48%,57%,48%,0.7
638,e86bc32f5997a8f7,Forrest Petz,26,10,0,0,"5'9""",170,"71""",Orthodox,"Sep,22,1975",2.27,29%,2.20,57%,1.30,100%,66%,100%,0.0
639,b69f24c500d783e7,Francimar Barroso,19,7,0,1,"6'1""",205,"75""",Orthodox,"Feb,28,1980",2.77,52%,3.07,59%,2.22,24%,83%,24%,0.0
640,3591d0d5d382a381,Francis Carmont,25,12,0,0,"6'3""",205,"78""",Orthodox,"Oct,11,1981",2.22,42%,1.64,59%,1.79,36%,73%,36%,0.6
641,8d03ce87ca14e778,Francis Ngannou,15,3,0,0,"6'4""",250,"83""",Orthodox,"Sep,05,1986",2.23,37%,2.03,47%,0.00,0%,71%,0%,0.5
642,cdadae5363b66eef,Francisco Figueiredo,12,3,1,1,"5'6""",135,"69""",Southpaw,"Oct,23,1989",1.93,54%,2.07,76%,4.00,66%,100%,66%,0.0
643,7ea4a9f07df33a45,Francisco Rivera,11,7,0,1,"5'8""",135,"70""",Orthodox,"Oct,08,1981",4.07,41%,3.16,68%,1.01,63%,68%,63%,0.6
644,97a6bbe6e6566a94,Francisco Trevino,13,3,0,0,"5'9""",155,"70""",Orthodox,"Dec,17,1981",2.65,42%,2.42,64%,0.97,22%,41%,22%,0.0
645,a8283a4f415e1eb9,Francisco Trinaldo,26,7,0,0,"5'9""",155,"70""",Southpaw,"Aug,24,1978",3.11,44%,2.56,60%,1.09,46%,61%,46%,0.6
646,764342d39cdaa54a,Frank Camacho,22,9,0,0,"5'10""",170,"73""",Orthodox,"May,18,1989",6.67,46%,7.31,52%,1.17,45%,72%,45%,0.0
647,edd8d5d8089a35f8,Frank Lester,11,6,0,1,"5'11""",170,--,Orthodox,"Jun,10,1984",2.18,36%,3.82,53%,0.00,0%,0%,0%,0.0
648,1ff9589f9065a9ed,Frank Mir,18,11,0,0,"6'3""",264,"79""",Southpaw,"May,24,1979",2.18,47%,3.84,38%,2.02,40%,54%,40%,2.0
649,fcaae0385b514f11,Frank Shamrock,23,10,2,0,"5'10""",185,--,Orthodox,"Dec,08,1972",4.75,53%,4.66,57%,0.35,50%,37%,50%,1.1
650,d2d37e8eeb3abc8d,Frank Trigg,21,9,0,0,"5'9""",170,"71""",Southpaw,"May,07,1972",2.79,46%,1.90,56%,2.35,47%,75%,47%,0.8
651,f2688492b9a525a3,Frankie Edgar,23,9,1,0,"5'6""",135,"68""",Orthodox,"Oct,16,1981",3.70,39%,2.71,66%,2.28,31%,65%,31%,0.3
652,96c336b463e0662c,Frankie Perez,10,4,0,0,"5'11""",155,"73""",Orthodox,"May,11,1989",1.64,41%,2.17,54%,1.75,41%,50%,41%,0.3
653,9ba2226646046b63,Frankie Saenz,13,7,0,0,"5'6""",135,"66""",Orthodox,"Aug,12,1980",3.94,47%,3.50,52%,1.74,31%,61%,31%,0.1
654,8d5daf67983b65ba,Fred Ettish,1,1,0,0,"6'0""",180,--,Southpaw,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
655,320edfb0332b7073,Fredson Paixao,10,5,0,1,"5'6""",145,"66""",Orthodox,"May,13,1979",1.71,54%,2.31,62%,0.62,11%,10%,11%,2.2
656,0ccab7c889ede9ea,Fredy Serrano,3,2,0,0,"5'3""",125,"65""",Orthodox,"Sep,22,1979",1.58,26%,1.89,61%,2.84,25%,84%,25%,0.0
657,5eb50529a8418b77,Gabe Green,10,3,0,0,"5'10""",170,"73""",Switch,"May,02,1993",6.57,46%,7.23,49%,1.00,100%,57%,100%,0.5
658,ccba80d4820ef557,Gabe Ruediger,18,8,0,0,"5'10""",155,--,Orthodox,"Aug,29,1977",1.70,31%,5.16,41%,2.04,11%,28%,11%,0.0
659,436f970c9ea9169c,Gabriel Benitez,22,9,0,0,"5'8""",155,"71""",Southpaw,"Jun,15,1988",4.38,38%,3.26,70%,0.17,50%,56%,50%,1.2
660,270b89c00ef0c55c,Gabriel Gonzaga,17,11,0,0,"6'2""",242,"76""",Orthodox,"May,18,1979",2.12,45%,2.94,57%,2.80,39%,66%,39%,1.1
661,002ca196477ce572,Gabriel Silva,8,2,0,0,"5'6""",135,"71""",Orthodox,"Aug,26,1994",1.30,34%,3.47,45%,1.50,25%,38%,25%,0.5
662,af997f7611673880,Gadzhimurad Antigulov,20,8,0,0,"5'11""",205,"70""",Orthodox,"Feb,09,1987",2.08,55%,4.21,40%,5.08,36%,0%,36%,1.4
663,8765559b6a29a421,Gaetano Pirrello,15,6,1,0,"5'7""",135,--,Orthodox,"Apr,29,1992",0.67,42%,1.89,46%,0.00,0%,30%,0%,0.0
664,8a56ea383fd26e52,Galore Bofando,5,3,0,0,"5'11""",170,"72""",Switch,"May,22,1982",3.63,45%,3.63,54%,2.37,100%,50%,100%,0.0
665,d90b630e0561818b,Gan McGee,13,5,0,0,"6'10""",265,--,Orthodox,"Nov,20,1976",2.20,29%,2.31,59%,0.65,25%,83%,25%,0.0
666,129537073431e52e,Garett Whiteley,7,3,0,0,"6'0""",155,"72""",Orthodox,"Dec,13,1980",3.72,48%,4.04,46%,0.00,0%,27%,0%,0.9
667,f215cfbd4ba3c270,Garreth McLellan,13,6,0,0,"6'1""",185,"72""",Southpaw,"Sep,01,1982",3.56,54%,2.94,45%,1.15,22%,34%,22%,0.9
668,fbbde91f7bc2d3c5,Gary Goodridge,23,22,1,0,"6'3""",249,--,Orthodox,"Jan,17,1966",1.84,56%,2.14,48%,0.40,100%,53%,100%,0.8
669,7a39bbac8cc0fa70,Gasan Umalatov,17,4,2,0,"5'11""",170,"71""",Orthodox,"Sep,11,1982",2.23,39%,4.10,59%,0.75,17%,90%,17%,0.0
670,da816417a579a0bd,Gavin Tucker,13,2,0,0,"5'6""",145,"66""",Southpaw,"Jun,17,1986",4.39,45%,4.28,57%,2.98,42%,53%,42%,1.5
671,c169545ab0825f44,Geane Herrera,9,3,0,0,"5'5""",125,"66""",Orthodox,"May,27,1990",1.51,31%,5.07,52%,0.83,37%,38%,37%,0.6
672,232c582f29f8f65e,Gegard Mousasi,42,6,2,0,"6'2""",185,"76""",Orthodox,"Aug,01,1985",3.75,50%,1.21,68%,1.59,60%,59%,60%,1.1
673,99dd0147dc4ef80c,Genki Sudo,15,4,2,0,"5'9""",155,--,Orthodox,"Mar,08,1978",1.55,39%,2.23,33%,3.58,60%,50%,60%,4.2
674,b997be68943010fc,Geoff Neal,13,3,0,0,"5'11""",170,"75""",Southpaw,"Aug,28,1990",4.94,49%,4.93,61%,0.50,50%,92%,50%,0.2
675,3c0437fbeda06962,George Roop,15,13,1,0,"6'1""",135,"72""",Orthodox,"Nov,10,1981",3.43,34%,2.47,60%,1.05,57%,59%,57%,0.1
676,896c322f56b8be5a,George Sotiropoulos,14,7,0,0,"5'10""",155,"71""",Orthodox,"Jul,09,1977",2.61,27%,2.52,67%,2.32,31%,53%,31%,1.6
677,6c7e25571490aa3b,George Sullivan,17,7,0,1,"6'0""",170,"73""",Orthodox,"Mar,13,1981",3.53,39%,2.42,57%,1.37,20%,38%,20%,0.7
678,6506c1d34da9c013,Georges St-Pierre,26,2,0,0,"5'11""",185,"76""",Orthodox,"May,19,1981",3.78,53%,1.40,72%,4.16,74%,83%,74%,1.1
679,c4b81cdecd5d6abe,Gerald Harris,23,5,0,0,"5'11""",185,"77""",Southpaw,"Nov,19,1979",1.41,29%,1.58,62%,2.96,54%,72%,54%,0.0
680,6ac9bc2953c47345,Gerald Meerschaert,31,14,0,0,"6'1""",185,"77""",Southpaw,"Dec,18,1987",3.30,42%,3.61,51%,2.33,43%,46%,43%,1.7
681,04f9fe830cf13482,Gerald Strebendt,9,7,0,0,"5'9""",155,--,Orthodox,"Mar,01,1979",0.00,0%,4.00,38%,0.00,0%,0%,0%,16.4
682,9cfbfae5fa1fdd93,Geraldo de Freitas,12,6,0,0,"5'7""",135,"72""",Orthodox,"Sep,30,1991",3.67,52%,2.62,50%,3.00,45%,59%,45%,0.0
683,1d239d571e342453,Germaine de Randamie,10,4,0,0,"5'9""",135,"71""",Orthodox,"Apr,24,1984",2.72,46%,2.14,65%,0.00,0%,69%,0%,0.4
684,30cd319d39ee689b,Gerry Harris,1,4,0,0,"6'8""",270,--,Orthodox,"--,",0.00,0%,0.00,0%,0.00,0%,0%,0%,0.0
685,fcd448a2fe1a23cc,Gian Villante,17,13,0,0,"6'3""",230,"76""",Orthodox,"Aug,18,1985",4.39,43%,5.48,55%,0.46,23%,83%,23%,0.0
686,ea3ef6206c7907d5,Gideon Ray,17,15,1,0,"5'10""",185,--,Southpaw,"May,27,1973",2.08,40%,2.58,53%,1.49,100%,0%,100%,0.0
687,9560ff14eb3129f7,Giga Chikadze,12,2,0,0,"6'0""",145,"74""",Orthodox,"Aug,25,1988",3.45,43%,2.65,60%,0.38,33%,68%,33%,0.0
688,31ceaf0e670c1578,Gil Castillo,8,5,0,0,"5'9""",170,--,Southpaw,"Oct,21,1965",0.60,45%,2.22,44%,3.33,45%,50%,45%,0.0
689,d26934530dc5b248,Gilbert Aldana,6,2,0,0,"6'1""",250,--,Orthodox,"Aug,25,1977",2.91,54%,6.26,26%,2.57,40%,33%,40%,0.0
690,23024fdfc966410a,Gilbert Burns,19,4,0,0,"5'10""",170,"71""",Orthodox,"Jul,20,1986",3.22,45%,3.04,54%,2.08,35%,50%,35%,0.7
691,aa5b4eff51bdc7d1,Gilbert Melendez,22,8,0,0,"5'9""",145,"73""",Orthodox,"Apr,12,1982",3.44,33%,2.53,63%,1.64,41%,71%,41%,0.2
692,54ed8dc6f8c31207,Gilbert Smith,12,6,0,0,"5'9""",185,--,Southpaw,"Oct,19,1981",1.09,41%,2.73,35%,3.51,60%,0%,60%,1.2
693,d29b5c4f22c6357d,Gilbert Yvel,39,16,1,1,"6'2""",225,"77""",Orthodox,"Jun,30,1976",1.05,47%,1.78,50%,0.00,0%,25%,0%,1.0
694,38c7f72747f4f712,Gillian Robertson,9,5,0,0,"5'5""",125,"63""",Orthodox,"May,17,1995",2.05,51%,2.10,51%,2.64,46%,0%,46%,0.9
695,016a8d958883167c,Gina Mazany,7,4,0,0,"5'6""",125,"68""",Southpaw,"Aug,19,1988",3.45,47%,3.07,51%,4.41,63%,33%,63%,0.3
696,00a3ff40c4b2cf21,Glaico Franca Moreira,15,5,0,0,"6'0""",155,"77""",Orthodox,"Feb,28,1991",2.35,42%,3.46,47%,2.68,42%,76%,42%,0.3
697,75e5fec9f72910ef,Gleison Tibau,33,14,0,0,"5'10""",155,"71""",Southpaw,"Oct,07,1983",1.95,31%,2.51,63%,4.08,53%,92%,53%,0.8
698,5dd180c8b3196786,Gloria de Paula,5,3,0,0,"5'5""",115,"67""",Orthodox,"Jun,10,1995",3.33,54%,1.20,70%,0.00,0%,71%,0%,1.0
699,7ff97850e8c32bda,Glover Teixeira,32,7,0,0,"6'2""",205,"76""",Orthodox,"Oct,28,1979",3.75,47%,3.84,54%,2.04,40%,60%,40%,1.0
700,fa37628269132d1a,Godofredo Pepey,13,6,0,0,"5'7""",145,"73""",Orthodox,"Jul,02,1987",2.32,38%,3.23,47%,0.37,7%,35%,7%,1.5
