,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,21 of 44,47%,32 of 55,0 of 0,---,0,0,2:00,15 of 37,6 of 7,0 of 0,10 of 20,11 of 24,0 of 0,0,13 of 34,38%,60 of 82,1 of 1,100%,0,0,2:18,7 of 27,5 of 6,1 of 1,3 of 15,9 of 15,1 of 4
2,0,24 of 55,43%,59 of 92,0 of 0,---,0,0,3:40,17 of 48,7 of 7,0 of 0,2 of 13,10 of 12,12 of 30,0,8 of 15,53%,24 of 31,0 of 2,0%,0,0,0:41,5 of 12,3 of 3,0 of 0,0 of 3,8 of 12,0 of 0
3,1,21 of 37,56%,44 of 77,0 of 0,---,0,0,1:39,21 of 37,0 of 0,0 of 0,3 of 10,2 of 3,16 of 24,0,2 of 5,40%,4 of 7,0 of 0,---,0,0,0:00,1 of 4,0 of 0,1 of 1,2 of 2,0 of 3,0 of 0
