,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,6 of 16,37%,43 of 53,0 of 0,---,0,0,0:00,4 of 11,0 of 1,2 of 4,3 of 13,0 of 0,3 of 3,0,11 of 17,64%,46 of 55,1 of 1,100%,0,0,2:58,7 of 13,0 of 0,4 of 4,6 of 10,0 of 0,5 of 7
2,0,13 of 25,52%,44 of 60,0 of 0,---,0,1,0:17,12 of 21,1 of 3,0 of 1,2 of 10,1 of 1,10 of 14,0,2 of 3,66%,10 of 13,1 of 1,100%,0,0,1:24,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0
