,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,16 of 48,33%,40 of 72,0 of 3,0%,0,0,1:15,12 of 44,4 of 4,0 of 0,12 of 40,3 of 3,1 of 5,0,10 of 36,27%,18 of 45,1 of 1,100%,0,0,0:53,6 of 30,1 of 2,3 of 4,9 of 35,0 of 0,1 of 1
2,0,20 of 40,50%,28 of 51,1 of 2,50%,0,0,2:21,17 of 34,2 of 5,1 of 1,11 of 26,1 of 3,8 of 11,0,12 of 24,50%,14 of 26,0 of 2,0%,0,0,0:25,9 of 20,1 of 2,2 of 2,9 of 20,1 of 2,2 of 2
3,0,32 of 66,48%,55 of 96,1 of 2,50%,0,0,1:23,26 of 59,4 of 5,2 of 2,24 of 54,3 of 4,5 of 8,0,11 of 35,31%,16 of 42,0 of 0,---,0,0,0:27,5 of 27,3 of 5,3 of 3,10 of 34,1 of 1,0 of 0
