,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,26 of 51,50%,52 of 83,0 of 0,---,0,0,1:36,15 of 38,2 of 3,9 of 10,14 of 32,0 of 0,12 of 19,0,4 of 14,28%,6 of 16,0 of 0,---,0,0,0:00,2 of 12,1 of 1,1 of 1,4 of 13,0 of 1,0 of 0
2,1,21 of 48,43%,25 of 52,0 of 0,---,0,0,0:06,11 of 35,2 of 3,8 of 10,18 of 43,0 of 0,3 of 5,0,10 of 29,34%,10 of 29,0 of 2,0%,0,0,0:15,8 of 26,1 of 1,1 of 2,9 of 27,1 of 2,0 of 0
