,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,27 of 47,57%,45 of 65,0 of 2,0%,0,0,2:06,18 of 36,4 of 6,5 of 5,15 of 28,0 of 1,12 of 18,0,9 of 29,31%,18 of 38,0 of 0,---,0,0,0:00,6 of 23,2 of 4,1 of 2,9 of 29,0 of 0,0 of 0
2,0,13 of 14,92%,16 of 17,1 of 1,100%,0,0,1:55,9 of 10,3 of 3,1 of 1,4 of 5,0 of 0,9 of 9,0,9 of 18,50%,32 of 41,0 of 0,---,0,1,2:04,8 of 15,1 of 3,0 of 0,2 of 7,0 of 0,7 of 11
3,0,31 of 64,48%,31 of 64,0 of 1,0%,0,0,0:06,25 of 56,5 of 7,1 of 1,25 of 56,6 of 8,0 of 0,0,15 of 57,26%,15 of 57,1 of 1,100%,0,0,0:15,7 of 45,7 of 11,1 of 1,10 of 51,5 of 6,0 of 0
