,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,2 of 2,100%,9 of 9,0 of 0,---,0,0,0:09,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,0 of 0,0,3 of 8,37%,24 of 29,2 of 3,66%,1,0,3:47,2 of 7,1 of 1,0 of 0,0 of 2,1 of 1,2 of 5
2,0,0 of 1,0%,4 of 6,0 of 1,0%,0,0,0:07,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0,0,4 of 9,44%,16 of 27,0 of 0,---,1,1,4:21,0 of 2,4 of 5,0 of 2,0 of 5,0 of 0,4 of 4
3,1,12 of 19,63%,56 of 72,2 of 2,100%,0,0,3:18,7 of 14,3 of 3,2 of 2,5 of 8,0 of 1,7 of 10,0,1 of 7,14%,7 of 14,0 of 1,0%,0,1,1:02,0 of 5,1 of 2,0 of 0,1 of 7,0 of 0,0 of 0
