,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,30 of 55,54%,32 of 57,0 of 0,---,0,0,0:06,18 of 42,1 of 1,11 of 12,25 of 46,1 of 1,4 of 8,0,30 of 75,40%,41 of 86,0 of 0,---,0,0,0:25,21 of 64,5 of 7,4 of 4,23 of 66,7 of 9,0 of 0
2,1,14 of 34,41%,20 of 40,0 of 0,---,0,0,0:07,7 of 25,3 of 5,4 of 4,9 of 26,4 of 6,1 of 2,0,19 of 46,41%,27 of 57,2 of 5,40%,0,0,1:42,13 of 39,3 of 4,3 of 3,15 of 36,4 of 9,0 of 1
3,0,4 of 12,33%,14 of 22,0 of 0,---,0,0,0:00,1 of 8,1 of 1,2 of 3,3 of 11,1 of 1,0 of 0,0,6 of 17,35%,38 of 53,2 of 3,66%,0,0,3:33,3 of 14,2 of 2,1 of 1,2 of 12,1 of 2,3 of 3
