,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,13 of 48,27%,13 of 48,0 of 0,---,0,0,0:00,9 of 42,4 of 6,0 of 0,13 of 48,0 of 0,0 of 0,0,18 of 53,33%,18 of 53,0 of 1,0%,0,0,0:00,10 of 40,3 of 8,5 of 5,18 of 51,0 of 2,0 of 0
2,0,27 of 69,39%,27 of 69,0 of 0,---,0,0,0:00,22 of 60,5 of 9,0 of 0,26 of 68,1 of 1,0 of 0,0,13 of 55,23%,13 of 55,0 of 2,0%,0,0,0:05,8 of 44,1 of 6,4 of 5,12 of 53,1 of 2,0 of 0
3,0,30 of 61,49%,30 of 61,0 of 0,---,0,0,0:00,22 of 52,8 of 9,0 of 0,22 of 53,7 of 7,1 of 1,0,17 of 48,35%,17 of 48,1 of 4,25%,0,0,0:59,10 of 36,6 of 10,1 of 2,15 of 43,1 of 3,1 of 2
4,0,29 of 76,38%,31 of 78,0 of 0,---,0,0,0:00,27 of 72,2 of 4,0 of 0,29 of 76,0 of 0,0 of 0,0,22 of 47,46%,22 of 47,0 of 6,0%,0,0,0:29,14 of 35,6 of 9,2 of 3,22 of 45,0 of 2,0 of 0
5,0,30 of 74,40%,30 of 74,0 of 0,---,0,0,0:00,29 of 69,1 of 5,0 of 0,30 of 74,0 of 0,0 of 0,0,26 of 61,42%,26 of 61,0 of 2,0%,0,0,0:13,15 of 40,5 of 15,6 of 6,26 of 60,0 of 1,0 of 0
