,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,15 of 34,44%,21 of 41,1 of 1,100%,1,0,1:17,13 of 28,1 of 5,1 of 1,6 of 21,3 of 6,6 of 7,0,9 of 19,47%,11 of 21,0 of 1,0%,0,0,0:43,3 of 12,1 of 1,5 of 6,8 of 18,1 of 1,0 of 0
2,0,11 of 23,47%,12 of 24,0 of 0,---,0,0,0:13,5 of 16,5 of 5,1 of 2,6 of 18,5 of 5,0 of 0,0,6 of 19,31%,10 of 23,1 of 2,50%,0,0,0:52,1 of 8,1 of 7,4 of 4,5 of 17,1 of 2,0 of 0
3,0,10 of 27,37%,14 of 31,1 of 2,50%,0,0,0:54,4 of 20,6 of 7,0 of 0,5 of 19,4 of 6,1 of 2,0,7 of 20,35%,10 of 24,0 of 2,0%,0,0,0:41,2 of 14,1 of 1,4 of 5,6 of 17,1 of 3,0 of 0
