,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,26 of 34,76%,35 of 43,1 of 2,50%,0,0,3:02,5 of 7,11 of 16,10 of 11,0 of 2,26 of 32,0 of 0,0,17 of 34,50%,23 of 40,0 of 2,0%,0,0,0:46,4 of 10,10 of 21,3 of 3,3 of 6,14 of 28,0 of 0
2,0,23 of 32,71%,53 of 63,1 of 1,100%,2,0,2:48,2 of 8,12 of 14,9 of 10,0 of 5,12 of 14,11 of 13,0,12 of 22,54%,24 of 35,0 of 2,0%,0,0,1:09,7 of 15,5 of 7,0 of 0,4 of 8,7 of 11,1 of 3
3,0,11 of 14,78%,41 of 45,3 of 3,100%,0,0,3:19,8 of 10,3 of 4,0 of 0,1 of 3,4 of 5,6 of 6,0,5 of 8,62%,17 of 20,0 of 1,0%,0,0,0:34,0 of 1,4 of 6,1 of 1,2 of 4,3 of 4,0 of 0
