,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,35 of 79,44%,35 of 79,0 of 0,---,0,0,0:00,34 of 78,1 of 1,0 of 0,33 of 76,2 of 3,0 of 0,0,36 of 77,46%,36 of 77,0 of 0,---,0,0,0:00,19 of 58,8 of 8,9 of 11,36 of 77,0 of 0,0 of 0
2,0,22 of 73,30%,22 of 73,0 of 0,---,0,0,0:00,18 of 67,1 of 2,3 of 4,22 of 73,0 of 0,0 of 0,0,36 of 73,49%,37 of 74,0 of 0,---,0,0,0:00,20 of 50,8 of 11,8 of 12,35 of 72,1 of 1,0 of 0
3,0,11 of 36,30%,28 of 54,0 of 0,---,0,0,0:46,9 of 32,2 of 3,0 of 1,10 of 35,1 of 1,0 of 0,0,16 of 32,50%,50 of 69,1 of 2,50%,0,0,2:07,12 of 26,3 of 4,1 of 2,10 of 25,2 of 2,4 of 5
