,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,37 of 81,45%,37 of 81,0 of 0,---,0,0,0:01,30 of 71,7 of 10,0 of 0,23 of 61,14 of 20,0 of 0,0,26 of 102,25%,26 of 102,0 of 2,0%,0,0,0:16,18 of 90,2 of 5,6 of 7,25 of 97,1 of 5,0 of 0
2,1,37 of 58,63%,42 of 64,0 of 0,---,0,0,0:15,28 of 48,7 of 8,2 of 2,7 of 12,27 of 41,3 of 5,0,7 of 19,36%,8 of 20,0 of 3,0%,0,0,0:45,5 of 14,0 of 2,2 of 3,3 of 14,4 of 5,0 of 0
