,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,12 of 43,27%,31 of 63,0 of 0,---,0,0,0:00,5 of 33,2 of 5,5 of 5,10 of 39,2 of 4,0 of 0,0,6 of 28,21%,6 of 29,1 of 3,33%,1,0,1:55,4 of 23,1 of 2,1 of 3,5 of 26,1 of 2,0 of 0
2,0,25 of 69,36%,31 of 75,0 of 0,---,0,0,0:01,11 of 38,7 of 15,7 of 16,23 of 65,2 of 4,0 of 0,0,5 of 22,22%,7 of 25,1 of 1,100%,0,0,1:09,4 of 18,0 of 2,1 of 2,4 of 19,0 of 1,1 of 2
3,0,24 of 69,34%,25 of 70,0 of 1,0%,0,0,0:00,9 of 46,6 of 9,9 of 14,23 of 68,1 of 1,0 of 0,0,20 of 66,30%,21 of 67,0 of 0,---,0,0,0:00,15 of 57,2 of 5,3 of 4,19 of 64,1 of 2,0 of 0
