,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,23 of 39,58%,57 of 73,0 of 0,---,0,0,0:32,10 of 25,6 of 7,7 of 7,9 of 17,13 of 21,1 of 1,0,13 of 37,35%,19 of 43,2 of 3,66%,0,0,2:27,7 of 30,5 of 6,1 of 1,5 of 24,6 of 10,2 of 3
2,0,20 of 30,66%,87 of 97,0 of 0,---,1,0,0:53,4 of 14,5 of 5,11 of 11,5 of 14,15 of 16,0 of 0,0,7 of 19,36%,15 of 27,1 of 2,50%,0,0,2:42,4 of 16,3 of 3,0 of 0,4 of 15,2 of 3,1 of 1
3,1,10 of 32,31%,64 of 86,0 of 1,0%,0,0,0:02,10 of 29,0 of 1,0 of 2,8 of 28,1 of 3,1 of 1,0,25 of 48,52%,42 of 65,1 of 1,100%,0,0,1:50,21 of 42,4 of 6,0 of 0,13 of 30,10 of 13,2 of 5
