,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,4 of 5,80%,34 of 40,0 of 0,---,0,0,1:35,2 of 3,0 of 0,2 of 2,3 of 4,0 of 0,1 of 1,0,4 of 17,23%,25 of 41,0 of 2,0%,0,1,2:19,3 of 15,1 of 1,0 of 1,3 of 11,1 of 1,0 of 5
2,0,9 of 18,50%,38 of 52,1 of 3,33%,1,0,3:20,2 of 9,5 of 7,2 of 2,3 of 11,5 of 6,1 of 1,0,3 of 15,20%,21 of 33,0 of 1,0%,0,0,0:34,0 of 9,1 of 3,2 of 3,3 of 15,0 of 0,0 of 0
3,0,6 of 17,35%,58 of 87,1 of 1,100%,0,0,3:08,3 of 13,1 of 2,2 of 2,3 of 12,1 of 1,2 of 4,0,8 of 18,44%,28 of 47,0 of 0,---,0,0,0:23,4 of 11,2 of 4,2 of 3,6 of 15,2 of 3,0 of 0
