,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,2 of 16,12%,30 of 44,0 of 0,---,0,0,1:43,2 of 16,0 of 0,0 of 0,1 of 13,1 of 2,0 of 1,0,7 of 26,26%,7 of 26,1 of 3,33%,2,0,0:45,3 of 22,1 of 1,3 of 3,3 of 21,4 of 5,0 of 0
2,1,3 of 13,23%,5 of 15,0 of 0,---,0,0,0:44,3 of 13,0 of 0,0 of 0,2 of 9,0 of 0,1 of 4,0,5 of 9,55%,5 of 9,0 of 1,0%,3,0,0:00,3 of 7,0 of 0,2 of 2,4 of 7,1 of 2,0 of 0
