,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,31 of 71,43%,32 of 72,0 of 1,0%,1,0,0:42,28 of 65,3 of 4,0 of 2,24 of 63,7 of 8,0 of 0,0,21 of 60,35%,21 of 60,0 of 1,0%,0,0,0:12,17 of 52,4 of 8,0 of 0,18 of 55,3 of 5,0 of 0
2,1,14 of 18,77%,14 of 18,0 of 0,---,0,0,0:02,9 of 13,5 of 5,0 of 0,7 of 10,5 of 6,2 of 2,0,3 of 6,50%,3 of 6,0 of 0,---,0,0,0:00,2 of 5,1 of 1,0 of 0,3 of 6,0 of 0,0 of 0
