,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,19 of 28,67%,45 of 55,0 of 0,---,0,0,2:36,18 of 27,1 of 1,0 of 0,0 of 1,1 of 1,18 of 26,0,8 of 13,61%,12 of 17,1 of 2,50%,0,0,2:16,5 of 10,2 of 2,1 of 1,2 of 5,0 of 0,6 of 8
2,0,38 of 47,80%,50 of 59,1 of 1,100%,0,0,0:49,34 of 39,0 of 3,4 of 5,7 of 13,0 of 1,31 of 33,0,7 of 21,33%,8 of 22,0 of 3,0%,0,0,0:44,6 of 20,1 of 1,0 of 0,7 of 20,0 of 1,0 of 0
