,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,39 of 79,49%,43 of 83,0 of 1,0%,0,0,0:02,25 of 62,8 of 11,6 of 6,30 of 69,9 of 9,0 of 1,0,7 of 37,18%,7 of 37,0 of 2,0%,0,0,0:32,4 of 34,3 of 3,0 of 0,7 of 34,0 of 3,0 of 0
2,0,36 of 85,42%,39 of 88,0 of 0,---,0,0,0:00,28 of 72,5 of 9,3 of 4,33 of 81,3 of 4,0 of 0,0,8 of 34,23%,8 of 34,1 of 1,100%,0,0,0:06,7 of 33,1 of 1,0 of 0,8 of 33,0 of 1,0 of 0
3,0,30 of 91,32%,30 of 91,0 of 0,---,0,0,0:00,22 of 78,5 of 9,3 of 4,30 of 91,0 of 0,0 of 0,0,7 of 36,19%,7 of 36,0 of 2,0%,0,0,0:00,5 of 31,0 of 1,2 of 4,7 of 36,0 of 0,0 of 0
