,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,16 of 26,61%,26 of 36,1 of 3,33%,0,0,1:44,11 of 21,4 of 4,1 of 1,10 of 18,3 of 3,3 of 5,0,11 of 26,42%,50 of 66,1 of 1,100%,0,0,0:40,1 of 11,2 of 3,8 of 12,8 of 22,3 of 3,0 of 1
2,0,15 of 22,68%,18 of 25,1 of 2,50%,1,0,1:21,11 of 17,3 of 4,1 of 1,15 of 22,0 of 0,0 of 0,0,13 of 26,50%,32 of 45,0 of 0,---,0,0,0:00,2 of 11,4 of 8,7 of 7,11 of 22,1 of 3,1 of 1
