,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,10 of 25,40%,10 of 25,0 of 1,0%,0,0,0:00,5 of 19,2 of 3,3 of 3,10 of 25,0 of 0,0 of 0,0,2 of 24,8%,2 of 24,0 of 0,---,0,0,0:00,1 of 16,0 of 7,1 of 1,2 of 24,0 of 0,0 of 0
2,0,19 of 47,40%,24 of 52,0 of 0,---,0,0,0:00,13 of 39,5 of 7,1 of 1,17 of 45,2 of 2,0 of 0,0,5 of 32,15%,6 of 33,0 of 1,0%,0,0,0:25,4 of 25,1 of 7,0 of 0,3 of 30,2 of 2,0 of 0
3,1,14 of 23,60%,54 of 71,0 of 0,---,0,0,4:39,14 of 23,0 of 0,0 of 0,2 of 4,1 of 1,11 of 18,0,0 of 2,0%,19 of 23,0 of 0,---,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
