,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,13 of 19,68%,26 of 37,3 of 3,100%,0,0,3:40,11 of 17,0 of 0,2 of 2,3 of 6,0 of 0,10 of 13,0,2 of 7,28%,2 of 7,0 of 0,---,0,0,0:00,0 of 5,0 of 0,2 of 2,2 of 7,0 of 0,0 of 0
2,0,6 of 15,40%,34 of 47,1 of 2,50%,0,0,3:34,4 of 12,2 of 3,0 of 0,3 of 12,0 of 0,3 of 3,0,7 of 18,38%,7 of 18,0 of 0,---,0,0,0:00,3 of 13,1 of 2,3 of 3,7 of 18,0 of 0,0 of 0
3,0,12 of 33,36%,16 of 40,1 of 10,10%,0,0,1:43,8 of 28,1 of 2,3 of 3,11 of 32,1 of 1,0 of 0,0,19 of 55,34%,20 of 56,0 of 0,---,0,0,0:00,15 of 46,3 of 7,1 of 2,19 of 54,0 of 1,0 of 0
