,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,8 of 19,42%,8 of 19,1 of 6,16%,3,0,0:09,5 of 16,3 of 3,0 of 0,6 of 16,2 of 3,0 of 0,0,11 of 44,25%,21 of 59,1 of 2,50%,0,0,1:56,9 of 39,1 of 3,1 of 2,6 of 32,1 of 4,4 of 8
2,1,18 of 31,58%,36 of 50,1 of 3,33%,2,0,0:34,14 of 27,1 of 1,3 of 3,13 of 23,5 of 7,0 of 1,0,11 of 30,36%,23 of 44,1 of 3,33%,0,0,1:27,6 of 25,1 of 1,4 of 4,9 of 26,0 of 1,2 of 3
3,0,1 of 4,25%,53 of 56,0 of 2,0%,4,0,0:00,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0,0,7 of 15,46%,33 of 45,2 of 2,100%,0,0,3:58,7 of 14,0 of 0,0 of 1,1 of 3,0 of 1,6 of 11
