,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,9 of 26,34%,13 of 30,0 of 0,---,0,0,0:12,0 of 15,4 of 5,5 of 6,8 of 25,1 of 1,0 of 0,0,13 of 20,65%,13 of 20,0 of 0,---,0,0,0:06,5 of 9,6 of 9,2 of 2,11 of 17,2 of 3,0 of 0
2,0,11 of 40,27%,14 of 43,0 of 1,0%,0,0,0:09,2 of 27,5 of 7,4 of 6,6 of 33,5 of 7,0 of 0,0,9 of 20,45%,14 of 25,0 of 0,---,0,0,0:00,8 of 18,1 of 2,0 of 0,9 of 20,0 of 0,0 of 0
3,1,14 of 34,41%,14 of 34,0 of 1,0%,1,0,0:05,8 of 25,2 of 4,4 of 5,14 of 34,0 of 0,0 of 0,0,9 of 24,37%,9 of 24,0 of 0,---,0,0,0:17,8 of 22,0 of 1,1 of 1,9 of 24,0 of 0,0 of 0
