,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,13 of 32,40%,16 of 35,1 of 1,100%,1,0,0:42,7 of 21,2 of 3,4 of 8,12 of 30,0 of 1,1 of 1,0,6 of 21,28%,10 of 25,1 of 3,33%,0,0,1:17,1 of 13,5 of 5,0 of 3,2 of 16,0 of 0,4 of 5
2,0,4 of 11,36%,4 of 12,0 of 0,---,0,0,0:00,3 of 8,0 of 1,1 of 2,3 of 10,0 of 0,1 of 1,0,3 of 9,33%,7 of 13,1 of 1,100%,1,0,1:37,1 of 7,1 of 1,1 of 1,1 of 4,0 of 0,2 of 5
