,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,4 of 17,23%,5 of 18,1 of 2,50%,0,0,0:56,3 of 14,1 of 3,0 of 0,2 of 14,1 of 2,1 of 1,1,27 of 44,61%,48 of 81,1 of 3,33%,2,0,2:10,24 of 40,2 of 3,1 of 1,8 of 17,3 of 3,16 of 24
2,0,7 of 23,30%,11 of 28,2 of 3,66%,1,0,1:06,4 of 19,2 of 2,1 of 2,7 of 23,0 of 0,0 of 0,0,11 of 21,52%,12 of 22,0 of 1,0%,0,0,0:11,9 of 19,1 of 1,1 of 1,9 of 19,2 of 2,0 of 0
