,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,23 of 43,53%,24 of 44,0 of 0,---,0,0,0:00,13 of 30,2 of 4,8 of 9,11 of 21,0 of 0,12 of 22,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:14,2 of 5,0 of 1,0 of 0,2 of 6,0 of 0,0 of 0
