,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,15 of 23,65%,22 of 30,0 of 0,---,0,0,0:20,9 of 17,5 of 5,1 of 1,13 of 20,2 of 3,0 of 0,0,23 of 55,41%,33 of 65,1 of 1,100%,0,0,0:27,13 of 34,4 of 12,6 of 9,20 of 51,2 of 3,1 of 1
2,0,18 of 41,43%,23 of 46,0 of 0,---,0,0,1:36,16 of 39,0 of 0,2 of 2,16 of 39,2 of 2,0 of 0,0,21 of 41,51%,33 of 56,0 of 0,---,0,0,0:21,9 of 26,2 of 3,10 of 12,18 of 38,3 of 3,0 of 0
3,1,6 of 8,75%,12 of 15,0 of 0,---,0,0,0:03,6 of 8,0 of 0,0 of 0,2 of 3,0 of 0,4 of 5,0,2 of 3,66%,2 of 3,0 of 0,---,0,0,0:00,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0
