,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,1,19 of 55,34%,21 of 57,0 of 0,---,0,0,1:43,16 of 52,3 of 3,0 of 0,8 of 26,3 of 8,8 of 21,0,10 of 40,25%,20 of 53,1 of 2,50%,0,0,1:10,4 of 26,4 of 10,2 of 4,6 of 29,2 of 5,2 of 6
2,0,6 of 21,28%,19 of 34,1 of 3,33%,0,0,0:28,4 of 19,2 of 2,0 of 0,3 of 12,3 of 7,0 of 2,0,15 of 46,32%,30 of 63,0 of 2,0%,0,0,2:13,8 of 35,5 of 9,2 of 2,8 of 35,7 of 11,0 of 0
3,1,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:01,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0,0,2 of 11,18%,2 of 11,0 of 2,0%,0,0,0:22,1 of 8,1 of 3,0 of 0,2 of 10,0 of 1,0 of 0
