,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,23 of 49,46%,23 of 49,0 of 1,0%,0,0,0:00,11 of 36,12 of 13,0 of 0,22 of 48,1 of 1,0 of 0,0,22 of 46,47%,22 of 46,0 of 0,---,0,0,0:00,15 of 39,4 of 4,3 of 3,21 of 44,1 of 2,0 of 0
2,0,26 of 51,50%,28 of 53,0 of 0,---,0,0,0:02,11 of 31,14 of 18,1 of 2,26 of 49,0 of 1,0 of 1,0,31 of 75,41%,31 of 75,1 of 1,100%,0,0,0:09,25 of 64,3 of 8,3 of 3,29 of 73,1 of 1,1 of 1
3,0,18 of 44,40%,18 of 44,0 of 0,---,0,0,0:00,11 of 33,5 of 9,2 of 2,15 of 39,3 of 5,0 of 0,1,19 of 37,51%,19 of 37,0 of 0,---,0,0,0:01,17 of 35,1 of 1,1 of 1,18 of 36,1 of 1,0 of 0
