,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,15 of 29,51%,22 of 36,0 of 0,---,0,0,0:00,12 of 25,2 of 3,1 of 1,14 of 28,1 of 1,0 of 0,0,19 of 43,44%,49 of 81,1 of 6,16%,0,0,3:43,12 of 35,6 of 6,1 of 2,11 of 34,6 of 7,2 of 2
2,0,15 of 29,51%,21 of 35,0 of 0,---,1,1,0:03,14 of 28,1 of 1,0 of 0,13 of 25,2 of 4,0 of 0,0,8 of 35,22%,10 of 38,0 of 2,0%,0,0,0:38,4 of 27,4 of 8,0 of 0,4 of 26,4 of 9,0 of 0
