,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,9 of 16,56%,19 of 26,0 of 3,0%,0,0,2:31,3 of 6,2 of 2,4 of 8,5 of 12,4 of 4,0 of 0,0,10 of 13,76%,17 of 22,1 of 2,50%,0,0,1:14,0 of 2,8 of 9,2 of 2,2 of 4,8 of 9,0 of 0
2,0,2 of 10,20%,17 of 27,0 of 1,0%,0,0,1:50,1 of 7,1 of 2,0 of 1,0 of 6,2 of 4,0 of 0,1,20 of 28,71%,37 of 45,1 of 2,50%,0,0,2:15,13 of 18,5 of 8,2 of 2,2 of 8,9 of 9,9 of 11
3,0,11 of 21,52%,20 of 32,0 of 1,0%,1,0,1:39,5 of 14,1 of 1,5 of 6,8 of 17,3 of 4,0 of 0,0,21 of 33,63%,28 of 40,1 of 2,50%,0,0,1:15,10 of 21,7 of 8,4 of 4,12 of 21,6 of 7,3 of 5
