,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,25 of 48,52%,26 of 49,0 of 0,---,0,0,0:20,17 of 38,4 of 4,4 of 6,22 of 44,3 of 4,0 of 0,0,18 of 36,50%,18 of 36,0 of 2,0%,0,0,0:25,4 of 21,4 of 4,10 of 11,16 of 33,2 of 3,0 of 0
2,0,42 of 74,56%,46 of 78,0 of 0,---,2,0,1:10,34 of 66,4 of 4,4 of 4,30 of 60,2 of 3,10 of 11,0,19 of 44,43%,20 of 45,0 of 3,0%,0,0,0:04,13 of 37,0 of 0,6 of 7,18 of 43,0 of 0,1 of 1
3,0,36 of 83,43%,39 of 86,0 of 0,---,0,0,0:08,29 of 75,4 of 4,3 of 4,30 of 77,6 of 6,0 of 0,0,27 of 55,49%,28 of 56,0 of 1,0%,0,0,0:16,18 of 45,0 of 0,9 of 10,23 of 51,4 of 4,0 of 0
