,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,27 of 45,60%,34 of 53,0 of 6,0%,0,0,1:56,17 of 34,6 of 7,4 of 4,15 of 26,11 of 18,1 of 1,1,45 of 60,75%,52 of 68,1 of 2,50%,0,0,1:26,26 of 40,19 of 20,0 of 0,8 of 12,16 of 19,21 of 29
2,0,9 of 17,52%,23 of 35,2 of 3,66%,1,0,4:05,7 of 14,1 of 1,1 of 2,3 of 9,1 of 2,5 of 6,0,12 of 14,85%,25 of 27,0 of 0,---,1,0,0:16,8 of 9,3 of 4,1 of 1,2 of 2,3 of 4,7 of 8
3,0,1 of 7,14%,1 of 7,0 of 1,0%,0,0,0:19,0 of 5,1 of 2,0 of 0,1 of 6,0 of 1,0 of 0,0,7 of 10,70%,7 of 10,0 of 0,---,1,0,0:15,2 of 2,3 of 4,2 of 4,3 of 6,4 of 4,0 of 0
