,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,14 of 32,43%,14 of 32,0 of 0,---,0,0,0:00,10 of 28,1 of 1,3 of 3,14 of 32,0 of 0,0 of 0,0,18 of 25,72%,18 of 25,0 of 0,---,0,0,0:00,7 of 14,5 of 5,6 of 6,18 of 25,0 of 0,0 of 0
2,0,21 of 42,50%,21 of 42,0 of 0,---,0,0,0:57,11 of 32,7 of 7,3 of 3,15 of 33,6 of 9,0 of 0,0,21 of 33,63%,23 of 35,0 of 1,0%,0,0,0:00,5 of 16,11 of 12,5 of 5,11 of 21,10 of 12,0 of 0
3,1,21 of 29,72%,25 of 33,0 of 0,---,0,0,0:42,19 of 25,2 of 3,0 of 1,6 of 10,15 of 17,0 of 2,0,2 of 5,40%,6 of 9,0 of 0,---,0,0,0:00,0 of 3,2 of 2,0 of 0,0 of 3,2 of 2,0 of 0
