,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,8 of 18,44%,22 of 35,2 of 2,100%,0,0,3:39,7 of 17,1 of 1,0 of 0,2 of 4,1 of 2,5 of 12,0,2 of 5,40%,5 of 8,1 of 2,50%,1,0,0:51,1 of 4,1 of 1,0 of 0,0 of 2,2 of 3,0 of 0
2,0,6 of 13,46%,22 of 32,0 of 0,---,3,1,4:09,3 of 10,3 of 3,0 of 0,2 of 3,0 of 0,4 of 10,0,5 of 6,83%,9 of 10,1 of 1,100%,0,0,0:21,3 of 4,1 of 1,1 of 1,3 of 4,2 of 2,0 of 0
3,0,5 of 12,41%,26 of 35,2 of 2,100%,1,0,4:16,4 of 11,1 of 1,0 of 0,1 of 3,0 of 0,4 of 9,0,1 of 4,25%,8 of 12,0 of 2,0%,0,0,0:10,0 of 3,1 of 1,0 of 0,1 of 3,0 of 1,0 of 0
