,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,21 of 39,53%,33 of 51,1 of 1,100%,0,0,2:03,8 of 25,4 of 5,9 of 9,18 of 35,2 of 2,1 of 2,0,16 of 33,48%,26 of 44,0 of 0,---,0,0,0:36,6 of 22,2 of 3,8 of 8,15 of 31,1 of 2,0 of 0
2,0,11 of 13,84%,12 of 14,1 of 1,100%,1,0,0:20,6 of 8,2 of 2,3 of 3,8 of 10,1 of 1,2 of 2,0,11 of 15,73%,16 of 21,0 of 0,---,0,0,0:57,4 of 8,5 of 5,2 of 2,6 of 10,5 of 5,0 of 0
