,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,16 of 30,53%,18 of 33,1 of 3,33%,0,0,1:16,3 of 15,7 of 9,6 of 6,13 of 26,3 of 4,0 of 0,0,14 of 27,51%,19 of 32,0 of 0,---,0,0,0:11,3 of 16,2 of 2,9 of 9,12 of 24,2 of 3,0 of 0
2,0,12 of 24,50%,19 of 31,1 of 5,20%,0,0,0:57,2 of 11,6 of 9,4 of 4,9 of 21,3 of 3,0 of 0,0,12 of 25,48%,20 of 34,0 of 1,0%,0,0,1:06,4 of 15,4 of 4,4 of 6,6 of 18,6 of 7,0 of 0
3,0,8 of 19,42%,9 of 20,0 of 4,0%,0,0,0:31,1 of 10,3 of 4,4 of 5,8 of 18,0 of 1,0 of 0,0,41 of 60,68%,47 of 68,0 of 0,---,0,0,1:28,32 of 51,4 of 4,5 of 5,39 of 58,2 of 2,0 of 0
