,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,9 of 20,45%,51 of 69,2 of 2,100%,0,0,4:00,9 of 20,0 of 0,0 of 0,0 of 3,0 of 0,9 of 17,0,4 of 6,66%,19 of 22,0 of 1,0%,1,0,0:05,3 of 4,1 of 1,0 of 1,1 of 3,2 of 2,1 of 1
2,0,3 of 7,42%,4 of 9,1 of 3,33%,0,0,0:59,3 of 7,0 of 0,0 of 0,3 of 7,0 of 0,0 of 0,0,7 of 25,28%,31 of 51,1 of 1,100%,0,0,1:55,4 of 21,1 of 2,2 of 2,3 of 15,0 of 0,4 of 10
3,0,15 of 37,40%,15 of 37,0 of 2,0%,0,0,0:09,12 of 33,3 of 4,0 of 0,14 of 34,1 of 3,0 of 0,0,15 of 55,27%,16 of 56,0 of 3,0%,0,0,0:18,11 of 51,1 of 1,3 of 3,14 of 53,1 of 2,0 of 0
