,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
1,0,13 of 32,40%,40 of 62,4 of 4,100%,0,0,3:37,12 of 28,0 of 2,1 of 2,1 of 5,2 of 4,10 of 23,0,5 of 17,29%,13 of 25,0 of 0,---,0,0,0:00,4 of 14,1 of 2,0 of 1,4 of 14,0 of 2,1 of 1
2,0,11 of 27,40%,26 of 51,3 of 5,60%,0,0,2:55,6 of 22,2 of 2,3 of 3,1 of 5,1 of 1,9 of 21,0,7 of 16,43%,24 of 34,0 of 1,0%,0,0,0:40,4 of 12,3 of 4,0 of 0,2 of 6,4 of 7,1 of 3
3,0,8 of 16,50%,63 of 84,6 of 7,85%,0,0,4:03,8 of 16,0 of 0,0 of 0,0 of 0,1 of 2,7 of 14,0,4 of 6,66%,45 of 50,0 of 0,---,0,0,0:00,1 of 3,3 of 3,0 of 0,0 of 2,3 of 3,1 of 1
